20,select * from XCRedshift where specObjId=#
2019-04-28 00:30:00,1
2019-04-28 01:32:00,1
2019-04-28 01:38:00,1
2019-04-28 03:08:00,1
2019-04-28 03:09:00,1
2019-04-28 05:01:00,1
2019-04-28 05:38:00,1
2019-04-28 05:55:00,1
2019-04-28 05:59:00,1
2019-04-28 06:56:00,1
2019-04-28 09:30:00,1
2019-04-28 10:29:00,1
2019-04-28 11:07:00,1
2019-04-28 12:25:00,1
2019-04-28 15:41:00,1
2019-04-28 16:33:00,1
2019-04-28 17:32:00,1
2019-04-28 18:26:00,1
2019-04-28 19:07:00,1
2019-04-28 20:09:00,1
