22,select * from emissionLinesPort where specObjId=#
2019-04-28 00:21:00,1
2019-04-28 00:45:00,1
2019-04-28 01:19:00,1
2019-04-28 03:31:00,1
2019-04-28 03:48:00,1
2019-04-28 04:21:00,1
2019-04-28 04:47:00,2
2019-04-28 06:42:00,1
2019-04-28 06:44:00,1
2019-04-28 07:07:00,1
2019-04-28 07:16:00,1
2019-04-28 07:20:00,1
2019-04-28 09:07:00,1
2019-04-28 10:23:00,1
2019-04-28 12:52:00,1
2019-04-28 13:37:00,1
2019-04-28 13:47:00,1
2019-04-28 18:29:00,1
2019-04-28 19:46:00,1
2019-04-28 22:08:00,1
2019-04-28 22:22:00,1
