285,select * from Field where fieldId=#
2019-04-28 00:06:00,1
2019-04-28 00:10:00,1
2019-04-28 00:34:00,1
2019-04-28 00:39:00,1
2019-04-28 00:53:00,1
2019-04-28 01:05:00,1
2019-04-28 01:09:00,1
2019-04-28 01:12:00,1
2019-04-28 01:41:00,1
2019-04-28 01:44:00,1
2019-04-28 01:47:00,1
2019-04-28 01:49:00,1
2019-04-28 01:50:00,2
2019-04-28 01:55:00,1
2019-04-28 02:10:00,1
2019-04-28 02:15:00,1
2019-04-28 02:17:00,1
2019-04-28 02:22:00,2
2019-04-28 02:39:00,1
2019-04-28 02:44:00,1
2019-04-28 02:58:00,1
2019-04-28 03:04:00,1
2019-04-28 03:16:00,1
2019-04-28 03:24:00,1
2019-04-28 03:42:00,1
2019-04-28 03:44:00,2
2019-04-28 03:47:00,1
2019-04-28 03:57:00,1
2019-04-28 04:02:00,1
2019-04-28 04:04:00,1
2019-04-28 04:29:00,1
2019-04-28 04:32:00,1
2019-04-28 04:37:00,1
2019-04-28 04:44:00,1
2019-04-28 05:00:00,1
2019-04-28 05:15:00,1
2019-04-28 05:35:00,1
2019-04-28 05:38:00,1
2019-04-28 05:53:00,1
2019-04-28 05:58:00,1
2019-04-28 05:59:00,2
2019-04-28 06:06:00,1
2019-04-28 06:13:00,1
2019-04-28 06:18:00,1
2019-04-28 06:27:00,1
2019-04-28 06:49:00,1
2019-04-28 06:56:00,1
2019-04-28 06:59:00,1
2019-04-28 07:15:00,1
2019-04-28 07:21:00,1
2019-04-28 07:24:00,1
2019-04-28 07:35:00,2
2019-04-28 08:21:00,1
2019-04-28 08:26:00,1
2019-04-28 08:28:00,2
2019-04-28 08:29:00,1
2019-04-28 08:32:00,1
2019-04-28 08:42:00,1
2019-04-28 08:43:00,1
2019-04-28 08:45:00,1
2019-04-28 08:51:00,1
2019-04-28 09:10:00,1
2019-04-28 09:16:00,1
2019-04-28 09:19:00,1
2019-04-28 09:30:00,1
2019-04-28 09:49:00,1
2019-04-28 09:50:00,1
2019-04-28 10:12:00,1
2019-04-28 10:41:00,1
2019-04-28 10:51:00,1
2019-04-28 11:17:00,1
2019-04-28 11:19:00,1
2019-04-28 11:24:00,1
2019-04-28 11:28:00,1
2019-04-28 11:36:00,1
2019-04-28 11:37:00,1
2019-04-28 11:54:00,1
2019-04-28 12:08:00,1
2019-04-28 12:10:00,1
2019-04-28 12:12:00,1
2019-04-28 12:13:00,9
2019-04-28 12:19:00,1
2019-04-28 12:22:00,1
2019-04-28 12:35:00,1
2019-04-28 12:55:00,2
2019-04-28 13:00:00,1
2019-04-28 13:17:00,1
2019-04-28 13:22:00,1
2019-04-28 13:29:00,2
2019-04-28 13:31:00,1
2019-04-28 13:42:00,1
2019-04-28 13:54:00,1
2019-04-28 14:01:00,1
2019-04-28 14:41:00,1
2019-04-28 14:43:00,1
2019-04-28 14:52:00,1
2019-04-28 14:55:00,1
2019-04-28 14:57:00,1
2019-04-28 15:15:00,1
2019-04-28 15:18:00,1
2019-04-28 15:19:00,1
2019-04-28 16:09:00,1
2019-04-28 16:21:00,1
2019-04-28 16:23:00,1
2019-04-28 16:25:00,1
2019-04-28 16:48:00,1
2019-04-28 16:51:00,3
2019-04-28 16:52:00,10
2019-04-28 16:53:00,6
2019-04-28 17:01:00,7
2019-04-28 17:02:00,4
2019-04-28 17:10:00,1
2019-04-28 17:24:00,1
2019-04-28 17:27:00,1
2019-04-28 17:28:00,1
2019-04-28 17:37:00,1
2019-04-28 17:49:00,1
2019-04-28 17:59:00,1
2019-04-28 18:02:00,1
2019-04-28 18:10:00,1
2019-04-28 18:21:00,1
2019-04-28 18:43:00,1
2019-04-28 19:02:00,1
2019-04-28 19:06:00,1
2019-04-28 19:08:00,1
2019-04-28 19:15:00,1
2019-04-28 19:18:00,1
2019-04-28 19:27:00,6
2019-04-28 19:38:00,6
2019-04-28 19:39:00,11
2019-04-28 19:40:00,2
2019-04-28 19:55:00,1
2019-04-28 20:12:00,1
2019-04-28 20:31:00,1
2019-04-28 21:03:00,1
2019-04-28 21:31:00,1
2019-04-28 21:40:00,3
2019-04-28 21:41:00,13
2019-04-28 21:42:00,11
2019-04-28 21:43:00,16
2019-04-28 21:44:00,18
2019-04-28 21:45:00,12
2019-04-28 21:46:00,4
2019-04-28 21:57:00,1
2019-04-28 22:05:00,1
2019-04-28 22:11:00,1
2019-04-28 22:28:00,1
2019-04-28 22:45:00,1
2019-04-28 22:52:00,1
2019-04-28 23:10:00,1
2019-04-28 23:22:00,1
2019-04-28 23:23:00,1
2019-04-28 23:30:00,1
