117,"SELECT up_id, dbo.fGetNearestSpecObjIdEq(up_ra,up_dec,#) as SpecobjId   FROM #upload WHERE dbo.fGetNearestSpecObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-04-28 17:22:00,1
2019-04-28 17:23:00,1
2019-04-28 17:24:00,1
2019-04-28 17:25:00,2
2019-04-28 17:26:00,1
2019-04-28 17:28:00,2
2019-04-28 17:30:00,2
2019-04-28 17:34:00,1
2019-04-28 17:35:00,1
2019-04-28 17:37:00,1
2019-04-28 17:39:00,1
2019-04-28 17:40:00,1
2019-04-28 17:43:00,1
2019-04-28 17:44:00,1
2019-04-28 17:48:00,1
2019-04-28 17:50:00,1
2019-04-28 17:52:00,1
2019-04-28 17:55:00,1
2019-04-28 17:57:00,1
2019-04-28 18:00:00,1
2019-04-28 18:04:00,1
2019-04-28 18:30:00,1
2019-04-28 18:47:00,1
2019-04-28 19:09:00,1
2019-04-28 19:30:00,1
2019-04-28 19:39:00,1
2019-04-28 19:48:00,1
2019-04-28 19:56:00,1
2019-04-28 20:13:00,2
2019-04-28 20:16:00,1
2019-04-28 20:17:00,1
2019-04-28 20:18:00,1
2019-04-28 20:21:00,1
2019-04-28 20:23:00,1
2019-04-28 20:24:00,1
2019-04-28 20:25:00,1
2019-04-28 20:27:00,1
2019-04-28 20:28:00,2
2019-04-28 20:30:00,4
2019-04-28 20:31:00,2
2019-04-28 20:32:00,1
2019-04-28 20:42:00,1
2019-04-28 20:48:00,1
2019-04-28 21:08:00,1
2019-04-28 21:16:00,1
2019-04-28 21:24:00,1
2019-04-28 21:27:00,1
2019-04-28 21:28:00,1
2019-04-28 21:31:00,1
2019-04-28 21:33:00,1
2019-04-28 21:35:00,1
2019-04-28 21:37:00,1
2019-04-28 21:38:00,1
2019-04-28 21:41:00,1
2019-04-28 21:44:00,1
2019-04-28 21:45:00,1
2019-04-28 21:47:00,1
2019-04-28 21:49:00,1
2019-04-28 21:50:00,1
2019-04-28 21:52:00,1
2019-04-28 21:53:00,2
2019-04-28 21:55:00,1
2019-04-28 21:59:00,1
2019-04-28 22:01:00,1
2019-04-28 22:02:00,2
2019-04-28 22:04:00,1
2019-04-28 22:06:00,1
2019-04-28 22:07:00,1
2019-04-28 22:09:00,1
2019-04-28 22:10:00,5
2019-04-28 22:11:00,8
2019-04-28 22:12:00,8
2019-04-28 22:13:00,7
2019-04-28 22:14:00,8
2019-04-28 22:15:00,1
