900,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-04-28 00:00:00,15
2019-04-28 00:01:00,1
2019-04-28 00:02:00,12
2019-04-28 00:03:00,14
2019-04-28 00:05:00,10
2019-04-28 00:06:00,15
2019-04-28 00:07:00,11
2019-04-28 00:08:00,7
2019-04-28 00:10:00,10
2019-04-28 00:11:00,5
2019-04-28 00:12:00,12
2019-04-28 00:14:00,9
2019-04-28 00:15:00,7
2019-04-28 00:16:00,8
2019-04-28 00:17:00,8
2019-04-28 00:18:00,3
2019-04-28 00:20:00,20
2019-04-28 00:21:00,9
2019-04-28 00:22:00,19
2019-04-28 00:23:00,2
2019-04-28 00:24:00,6
2019-04-28 00:31:00,8
2019-04-28 00:32:00,13
2019-04-28 00:33:00,1
2019-04-28 00:35:00,5
2019-04-28 00:37:00,1
2019-04-28 00:40:00,11
2019-04-28 00:41:00,13
2019-04-28 00:42:00,10
2019-04-28 00:43:00,21
2019-04-28 00:44:00,9
2019-04-28 00:45:00,8
2019-04-28 00:46:00,14
2019-04-28 00:47:00,13
2019-04-28 00:49:00,13
2019-04-28 00:50:00,6
2019-04-28 00:51:00,1
2019-04-28 00:54:00,1
2019-04-28 00:55:00,9
2019-04-28 00:56:00,5
2019-04-28 00:57:00,17
2019-04-28 00:58:00,10
2019-04-28 00:59:00,11
2019-04-28 01:00:00,9
2019-04-28 01:01:00,7
2019-04-28 01:02:00,9
2019-04-28 01:03:00,8
2019-04-28 01:04:00,3
2019-04-28 01:05:00,8
2019-04-28 01:06:00,10
2019-04-28 01:07:00,33
2019-04-28 01:08:00,1
2019-04-28 01:10:00,1
2019-04-28 01:11:00,1
2019-04-28 01:12:00,4
2019-04-28 01:13:00,12
2019-04-28 01:14:00,11
2019-04-28 01:15:00,1
2019-04-28 01:16:00,1
2019-04-28 01:17:00,1
2019-04-28 01:18:00,14
2019-04-28 01:19:00,9
2019-04-28 01:21:00,2
2019-04-28 01:24:00,11
2019-04-28 01:25:00,1
2019-04-28 01:26:00,12
2019-04-28 01:27:00,12
2019-04-28 01:28:00,16
2019-04-28 01:29:00,1
2019-04-28 01:30:00,14
2019-04-28 01:32:00,2
2019-04-28 01:34:00,17
2019-04-28 01:36:00,7
2019-04-28 01:38:00,1
2019-04-28 01:39:00,10
2019-04-28 01:43:00,18
2019-04-28 01:45:00,12
2019-04-28 01:46:00,1
2019-04-28 01:47:00,1
2019-04-28 01:48:00,12
2019-04-28 01:49:00,1
2019-04-28 01:50:00,5
2019-04-28 01:51:00,4
2019-04-28 01:53:00,8
2019-04-28 01:54:00,1
2019-04-28 01:57:00,1
2019-04-28 02:43:00,4
2019-04-28 02:44:00,10
2019-04-28 02:45:00,2
2019-04-28 02:46:00,1
2019-04-28 02:47:00,1
2019-04-28 02:48:00,3
2019-04-28 02:50:00,1
2019-04-28 02:51:00,1
2019-04-28 02:52:00,1
2019-04-28 02:53:00,1
2019-04-28 02:54:00,6
2019-04-28 02:55:00,9
2019-04-28 02:56:00,2
2019-04-28 02:57:00,5
2019-04-28 02:58:00,1
2019-04-28 02:59:00,5
2019-04-28 03:00:00,8
2019-04-28 03:01:00,1
2019-04-28 03:02:00,11
2019-04-28 03:03:00,9
2019-04-28 03:04:00,1
2019-04-28 03:05:00,1
2019-04-28 03:06:00,1
2019-04-28 03:07:00,1
2019-04-28 03:09:00,1
2019-04-28 03:10:00,12
2019-04-28 03:12:00,17
2019-04-28 03:14:00,7
2019-04-28 03:15:00,3
2019-04-28 03:16:00,11
2019-04-28 03:17:00,15
2019-04-28 03:18:00,3
2019-04-28 03:19:00,7
2019-04-28 03:20:00,12
2019-04-28 03:21:00,5
2019-04-28 03:22:00,5
