11928,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-04-28 00:00:00,2
2019-04-28 00:03:00,1
2019-04-28 00:06:00,2
2019-04-28 00:09:00,4
2019-04-28 00:10:00,6
2019-04-28 00:12:00,1
2019-04-28 00:14:00,8
2019-04-28 00:15:00,31
2019-04-28 00:16:00,39
2019-04-28 00:17:00,30
2019-04-28 00:18:00,25
2019-04-28 00:19:00,2
2019-04-28 00:23:00,5
2019-04-28 00:24:00,13
2019-04-28 00:25:00,28
2019-04-28 00:26:00,24
2019-04-28 00:27:00,18
2019-04-28 00:31:00,3
2019-04-28 00:33:00,1
2019-04-28 00:34:00,22
2019-04-28 00:35:00,13
2019-04-28 00:36:00,8
2019-04-28 00:37:00,3
2019-04-28 00:38:00,2
2019-04-28 00:39:00,2
2019-04-28 00:41:00,1
2019-04-28 00:42:00,1
2019-04-28 00:43:00,1
2019-04-28 00:44:00,10
2019-04-28 00:45:00,36
2019-04-28 00:48:00,2
2019-04-28 00:49:00,4
2019-04-28 00:50:00,23
2019-04-28 00:51:00,39
2019-04-28 00:52:00,37
2019-04-28 00:53:00,34
2019-04-28 00:54:00,49
2019-04-28 00:55:00,24
2019-04-28 00:56:00,29
2019-04-28 00:57:00,8
2019-04-28 00:59:00,1
2019-04-28 01:00:00,2
2019-04-28 01:01:00,1
2019-04-28 01:04:00,1
2019-04-28 01:07:00,1
2019-04-28 01:08:00,5
2019-04-28 01:11:00,17
2019-04-28 01:12:00,7
2019-04-28 01:19:00,1
2019-04-28 01:21:00,1
2019-04-28 01:22:00,26
2019-04-28 01:23:00,29
2019-04-28 01:24:00,18
2019-04-28 01:25:00,5
2019-04-28 01:29:00,28
2019-04-28 01:30:00,24
2019-04-28 01:34:00,6
2019-04-28 01:35:00,13
2019-04-28 01:36:00,24
2019-04-28 01:37:00,19
2019-04-28 01:38:00,2
2019-04-28 01:39:00,1
2019-04-28 01:41:00,1
2019-04-28 01:42:00,3
2019-04-28 01:43:00,2
2019-04-28 01:44:00,3
2019-04-28 01:45:00,3
2019-04-28 01:47:00,1
2019-04-28 01:48:00,6
2019-04-28 01:49:00,29
2019-04-28 01:50:00,9
2019-04-28 01:51:00,27
2019-04-28 01:52:00,12
2019-04-28 01:55:00,1
2019-04-28 01:57:00,1
2019-04-28 01:58:00,7
2019-04-28 07:14:00,9
2019-04-28 07:15:00,25
2019-04-28 07:16:00,23
2019-04-28 07:17:00,26
2019-04-28 07:18:00,20
2019-04-28 07:19:00,31
2019-04-28 07:20:00,23
2019-04-28 07:21:00,33
2019-04-28 07:22:00,2
2019-04-28 07:24:00,3
2019-04-28 07:25:00,3
2019-04-28 07:26:00,2
2019-04-28 07:29:00,2
2019-04-28 07:30:00,2
2019-04-28 07:32:00,8
2019-04-28 07:33:00,17
2019-04-28 07:34:00,1
2019-04-28 07:37:00,1
2019-04-28 07:40:00,2
2019-04-28 07:41:00,3
2019-04-28 07:42:00,1
2019-04-28 07:43:00,4
2019-04-28 07:44:00,6
2019-04-28 07:45:00,25
2019-04-28 07:47:00,1
2019-04-28 07:48:00,1
2019-04-28 07:49:00,1
2019-04-28 07:50:00,4
2019-04-28 07:52:00,1
2019-04-28 07:53:00,3
2019-04-28 07:55:00,1
2019-04-28 07:56:00,1
2019-04-28 07:57:00,1
2019-04-28 07:58:00,3
2019-04-28 08:00:00,29
2019-04-28 08:01:00,4
2019-04-28 08:02:00,2
2019-04-28 08:06:00,6
2019-04-28 08:07:00,33
2019-04-28 08:08:00,1
2019-04-28 08:11:00,8
2019-04-28 08:12:00,22
2019-04-28 08:13:00,7
2019-04-28 08:15:00,25
2019-04-28 08:18:00,1
2019-04-28 08:19:00,18
2019-04-28 08:23:00,2
2019-04-28 08:24:00,16
2019-04-28 08:25:00,10
2019-04-28 08:26:00,5
2019-04-28 08:28:00,4
2019-04-28 08:29:00,18
2019-04-28 08:30:00,24
2019-04-28 08:31:00,27
2019-04-28 08:32:00,23
2019-04-28 08:33:00,17
2019-04-28 08:34:00,17
2019-04-28 08:35:00,11
2019-04-28 08:36:00,11
2019-04-28 08:43:00,8
2019-04-28 08:44:00,16
2019-04-28 08:46:00,1
2019-04-28 08:47:00,3
2019-04-28 08:48:00,1
2019-04-28 08:49:00,2
2019-04-28 08:52:00,2
2019-04-28 08:53:00,2
2019-04-28 08:54:00,3
2019-04-28 08:55:00,25
2019-04-28 08:56:00,17
2019-04-28 08:57:00,31
2019-04-28 08:58:00,25
2019-04-28 08:59:00,1
2019-04-28 09:01:00,1
2019-04-28 09:04:00,12
2019-04-28 09:07:00,1
2019-04-28 09:11:00,1
2019-04-28 09:12:00,5
2019-04-28 09:18:00,3
2019-04-28 09:19:00,4
2019-04-28 09:20:00,12
2019-04-28 09:24:00,11
2019-04-28 09:25:00,1
2019-04-28 09:27:00,1
2019-04-28 09:31:00,4
2019-04-28 09:32:00,3
2019-04-28 09:37:00,11
2019-04-28 09:38:00,7
2019-04-28 09:43:00,3
2019-04-28 09:44:00,1
2019-04-28 09:47:00,1
2019-04-28 09:50:00,1
2019-04-28 09:51:00,4
2019-04-28 09:57:00,1
2019-04-28 10:02:00,2
2019-04-28 10:08:00,1
2019-04-28 10:09:00,1
2019-04-28 10:10:00,1
2019-04-28 10:14:00,1
2019-04-28 10:20:00,1
2019-04-28 10:28:00,7
2019-04-28 10:29:00,6
2019-04-28 10:30:00,7
2019-04-28 10:31:00,7
2019-04-28 10:32:00,11
2019-04-28 10:33:00,4
2019-04-28 10:34:00,2
2019-04-28 10:35:00,6
2019-04-28 10:36:00,6
2019-04-28 10:37:00,4
2019-04-28 10:38:00,2
2019-04-28 10:39:00,6
2019-04-28 10:40:00,2
2019-04-28 10:41:00,4
2019-04-28 10:42:00,3
2019-04-28 10:43:00,4
2019-04-28 10:44:00,3
2019-04-28 10:45:00,4
2019-04-28 10:46:00,1
2019-04-28 10:47:00,3
2019-04-28 10:48:00,18
2019-04-28 10:49:00,15
2019-04-28 10:50:00,38
2019-04-28 10:51:00,62
2019-04-28 10:52:00,59
2019-04-28 10:53:00,64
2019-04-28 10:54:00,36
2019-04-28 10:55:00,65
2019-04-28 10:56:00,54
2019-04-28 10:57:00,57
2019-04-28 10:58:00,64
2019-04-28 10:59:00,63
2019-04-28 11:00:00,58
2019-04-28 11:01:00,49
2019-04-28 11:02:00,65
2019-04-28 11:03:00,67
2019-04-28 11:04:00,53
2019-04-28 11:05:00,72
2019-04-28 11:06:00,45
2019-04-28 11:07:00,53
2019-04-28 11:08:00,64
2019-04-28 11:09:00,44
2019-04-28 11:10:00,70
2019-04-28 11:11:00,54
2019-04-28 11:12:00,41
2019-04-28 11:13:00,46
2019-04-28 11:14:00,65
2019-04-28 11:15:00,29
2019-04-28 11:16:00,80
2019-04-28 11:17:00,62
2019-04-28 11:18:00,41
2019-04-28 11:19:00,73
2019-04-28 11:20:00,45
2019-04-28 11:21:00,58
2019-04-28 11:22:00,72
2019-04-28 11:23:00,40
2019-04-28 11:24:00,53
2019-04-28 11:25:00,49
2019-04-28 11:26:00,72
2019-04-28 11:27:00,65
2019-04-28 11:28:00,51
2019-04-28 11:29:00,46
2019-04-28 11:30:00,57
2019-04-28 11:31:00,43
2019-04-28 11:32:00,51
2019-04-28 11:33:00,47
2019-04-28 11:34:00,52
2019-04-28 11:35:00,74
2019-04-28 11:36:00,44
2019-04-28 11:37:00,80
2019-04-28 11:38:00,72
2019-04-28 11:39:00,47
2019-04-28 11:40:00,64
2019-04-28 11:41:00,63
2019-04-28 11:42:00,52
2019-04-28 11:43:00,51
2019-04-28 11:44:00,63
2019-04-28 11:45:00,46
2019-04-28 11:46:00,70
2019-04-28 11:47:00,39
2019-04-28 11:48:00,74
2019-04-28 11:49:00,63
2019-04-28 11:50:00,50
2019-04-28 11:51:00,56
2019-04-28 11:52:00,57
2019-04-28 11:53:00,49
2019-04-28 11:54:00,52
2019-04-28 11:55:00,59
2019-04-28 11:56:00,55
2019-04-28 11:57:00,48
2019-04-28 11:58:00,55
2019-04-28 11:59:00,77
2019-04-28 12:00:00,40
2019-04-28 12:01:00,64
2019-04-28 12:02:00,60
2019-04-28 12:03:00,52
2019-04-28 12:04:00,63
2019-04-28 12:05:00,53
2019-04-28 12:06:00,55
2019-04-28 12:07:00,60
2019-04-28 12:08:00,50
2019-04-28 12:09:00,57
2019-04-28 12:10:00,47
2019-04-28 12:11:00,54
2019-04-28 12:12:00,56
2019-04-28 12:13:00,53
2019-04-28 12:14:00,54
2019-04-28 12:15:00,57
2019-04-28 12:16:00,73
2019-04-28 12:17:00,47
2019-04-28 12:18:00,44
2019-04-28 12:19:00,64
2019-04-28 12:20:00,39
2019-04-28 12:21:00,63
2019-04-28 12:22:00,56
2019-04-28 12:23:00,47
2019-04-28 12:24:00,39
2019-04-28 12:25:00,83
2019-04-28 12:26:00,59
2019-04-28 12:27:00,33
2019-04-28 12:28:00,64
2019-04-28 12:29:00,39
2019-04-28 12:30:00,25
2019-04-28 12:31:00,16
2019-04-28 12:32:00,22
2019-04-28 12:33:00,22
2019-04-28 12:34:00,14
2019-04-28 12:35:00,15
2019-04-28 12:36:00,15
2019-04-28 12:37:00,13
2019-04-28 12:38:00,26
2019-04-28 12:39:00,23
2019-04-28 12:40:00,61
2019-04-28 12:41:00,73
2019-04-28 12:42:00,54
2019-04-28 12:43:00,70
2019-04-28 12:44:00,52
2019-04-28 12:45:00,51
2019-04-28 12:46:00,51
2019-04-28 12:47:00,69
2019-04-28 12:48:00,32
2019-04-28 12:49:00,65
2019-04-28 12:50:00,38
2019-04-28 12:51:00,55
2019-04-28 12:52:00,48
2019-04-28 12:53:00,52
2019-04-28 12:54:00,67
2019-04-28 12:55:00,84
2019-04-28 12:56:00,68
2019-04-28 12:57:00,93
2019-04-28 12:58:00,38
2019-04-28 12:59:00,54
2019-04-28 13:00:00,68
2019-04-28 13:01:00,56
2019-04-28 13:02:00,68
2019-04-28 13:03:00,35
2019-04-28 13:04:00,52
2019-04-28 13:05:00,43
2019-04-28 13:06:00,43
2019-04-28 13:07:00,22
2019-04-28 13:11:00,2
2019-04-28 13:12:00,1
2019-04-28 13:13:00,2
2019-04-28 13:14:00,3
2019-04-28 13:15:00,12
2019-04-28 13:16:00,10
2019-04-28 13:17:00,12
2019-04-28 13:18:00,15
2019-04-28 13:19:00,22
2019-04-28 13:20:00,30
2019-04-28 13:21:00,31
2019-04-28 13:22:00,31
