20,select * from stellarMassPCAWiscM1# where specObjId=#
2019-04-28 01:23:00,1
2019-04-28 01:34:00,1
2019-04-28 02:43:00,1
2019-04-28 03:12:00,1
2019-04-28 03:18:00,1
2019-04-28 04:33:00,1
2019-04-28 05:07:00,1
2019-04-28 05:11:00,1
2019-04-28 06:13:00,1
2019-04-28 06:34:00,1
2019-04-28 10:22:00,1
2019-04-28 11:03:00,1
2019-04-28 13:57:00,1
2019-04-28 16:22:00,1
2019-04-28 21:22:00,1
2019-04-28 21:37:00,1
2019-04-28 21:38:00,1
2019-04-28 22:42:00,1
2019-04-28 22:49:00,1
2019-04-28 23:05:00,1
