23,select * from sppParams where specObjId=#
2019-04-28 01:54:00,1
2019-04-28 02:55:00,1
2019-04-28 04:00:00,1
2019-04-28 06:49:00,1
2019-04-28 07:53:00,1
2019-04-28 08:21:00,1
2019-04-28 08:25:00,1
2019-04-28 08:31:00,1
2019-04-28 09:09:00,1
2019-04-28 09:37:00,1
2019-04-28 10:38:00,1
2019-04-28 11:21:00,1
2019-04-28 12:21:00,1
2019-04-28 12:37:00,1
2019-04-28 14:48:00,1
2019-04-28 16:32:00,1
2019-04-28 17:29:00,1
2019-04-28 17:45:00,1
2019-04-28 18:37:00,1
2019-04-28 19:41:00,1
2019-04-28 21:24:00,1
2019-04-28 22:11:00,1
2019-04-28 22:16:00,1
