431,select * from PhotozRF where objid=#
2019-04-28 00:07:00,1
2019-04-28 00:08:00,1
2019-04-28 00:11:00,2
2019-04-28 00:16:00,1
2019-04-28 00:18:00,1
2019-04-28 00:19:00,1
2019-04-28 00:23:00,1
2019-04-28 00:25:00,1
2019-04-28 00:26:00,1
2019-04-28 00:27:00,1
2019-04-28 00:32:00,1
2019-04-28 00:37:00,1
2019-04-28 00:38:00,1
2019-04-28 00:45:00,2
2019-04-28 00:49:00,1
2019-04-28 00:52:00,1
2019-04-28 00:56:00,1
2019-04-28 00:57:00,2
2019-04-28 01:01:00,1
2019-04-28 01:03:00,1
2019-04-28 01:04:00,1
2019-04-28 01:12:00,1
2019-04-28 01:13:00,1
2019-04-28 01:14:00,1
2019-04-28 01:16:00,1
2019-04-28 01:20:00,1
2019-04-28 01:21:00,1
2019-04-28 01:22:00,1
2019-04-28 01:23:00,1
2019-04-28 01:24:00,1
2019-04-28 01:40:00,3
2019-04-28 01:41:00,1
2019-04-28 01:44:00,1
2019-04-28 01:45:00,1
2019-04-28 02:01:00,1
2019-04-28 02:02:00,1
2019-04-28 02:03:00,2
2019-04-28 02:09:00,3
2019-04-28 02:10:00,1
2019-04-28 02:14:00,1
2019-04-28 02:16:00,1
2019-04-28 02:17:00,1
2019-04-28 02:20:00,1
2019-04-28 02:23:00,1
2019-04-28 02:26:00,1
2019-04-28 02:34:00,2
2019-04-28 02:37:00,2
2019-04-28 02:38:00,1
2019-04-28 02:42:00,2
2019-04-28 02:44:00,1
2019-04-28 02:51:00,1
2019-04-28 02:56:00,1
2019-04-28 03:02:00,1
2019-04-28 03:06:00,1
2019-04-28 03:09:00,1
2019-04-28 03:12:00,1
2019-04-28 03:13:00,1
2019-04-28 03:20:00,1
2019-04-28 03:21:00,1
2019-04-28 03:22:00,1
2019-04-28 03:29:00,1
2019-04-28 03:34:00,1
2019-04-28 03:38:00,1
2019-04-28 03:40:00,1
2019-04-28 03:46:00,1
2019-04-28 03:47:00,1
2019-04-28 03:59:00,2
2019-04-28 04:00:00,1
2019-04-28 04:04:00,1
2019-04-28 04:08:00,1
2019-04-28 04:11:00,1
2019-04-28 04:15:00,1
2019-04-28 04:19:00,1
2019-04-28 04:20:00,2
2019-04-28 04:21:00,1
2019-04-28 04:22:00,1
2019-04-28 04:24:00,1
2019-04-28 04:25:00,1
2019-04-28 04:39:00,1
2019-04-28 04:47:00,1
2019-04-28 04:49:00,1
2019-04-28 04:51:00,1
2019-04-28 04:53:00,1
2019-04-28 04:59:00,1
2019-04-28 05:02:00,1
2019-04-28 05:03:00,2
2019-04-28 05:05:00,1
2019-04-28 05:08:00,1
2019-04-28 05:14:00,1
2019-04-28 05:25:00,1
2019-04-28 05:34:00,1
2019-04-28 05:45:00,1
2019-04-28 05:46:00,1
2019-04-28 05:48:00,1
2019-04-28 05:49:00,1
2019-04-28 05:51:00,1
2019-04-28 05:55:00,1
2019-04-28 06:03:00,1
2019-04-28 06:04:00,1
2019-04-28 06:05:00,1
2019-04-28 06:11:00,1
2019-04-28 06:12:00,1
2019-04-28 06:13:00,1
2019-04-28 06:18:00,1
2019-04-28 06:23:00,1
2019-04-28 06:31:00,1
2019-04-28 06:32:00,1
2019-04-28 06:34:00,1
2019-04-28 06:36:00,1
2019-04-28 06:38:00,1
2019-04-28 06:41:00,1
2019-04-28 06:42:00,1
2019-04-28 06:43:00,1
2019-04-28 06:45:00,1
2019-04-28 06:46:00,1
2019-04-28 06:47:00,1
2019-04-28 06:49:00,1
2019-04-28 06:56:00,1
2019-04-28 06:57:00,1
2019-04-28 06:58:00,1
2019-04-28 06:59:00,1
2019-04-28 07:00:00,1
2019-04-28 07:02:00,1
2019-04-28 07:05:00,1
2019-04-28 07:07:00,1
2019-04-28 07:08:00,1
2019-04-28 07:14:00,2
2019-04-28 07:16:00,1
2019-04-28 07:18:00,1
2019-04-28 07:27:00,1
2019-04-28 07:30:00,1
2019-04-28 07:31:00,1
2019-04-28 07:42:00,1
2019-04-28 07:43:00,1
2019-04-28 07:48:00,1
2019-04-28 07:49:00,1
2019-04-28 07:54:00,2
2019-04-28 07:55:00,1
2019-04-28 08:03:00,1
2019-04-28 08:07:00,1
2019-04-28 08:11:00,1
2019-04-28 08:15:00,1
2019-04-28 08:17:00,1
2019-04-28 08:22:00,1
2019-04-28 08:23:00,1
2019-04-28 08:25:00,1
2019-04-28 08:27:00,1
2019-04-28 08:28:00,1
2019-04-28 08:30:00,1
2019-04-28 08:31:00,1
2019-04-28 08:35:00,2
2019-04-28 08:39:00,1
2019-04-28 08:40:00,1
2019-04-28 08:41:00,1
2019-04-28 08:49:00,1
2019-04-28 08:52:00,1
2019-04-28 08:56:00,1
2019-04-28 08:58:00,1
2019-04-28 08:59:00,1
2019-04-28 09:08:00,1
2019-04-28 09:13:00,1
2019-04-28 09:18:00,1
2019-04-28 09:24:00,1
2019-04-28 09:28:00,1
2019-04-28 09:44:00,1
2019-04-28 09:47:00,1
2019-04-28 09:52:00,2
2019-04-28 09:54:00,1
2019-04-28 09:57:00,2
2019-04-28 09:58:00,1
2019-04-28 10:10:00,1
2019-04-28 10:13:00,1
2019-04-28 10:17:00,1
2019-04-28 10:18:00,1
2019-04-28 10:27:00,1
2019-04-28 10:31:00,2
2019-04-28 10:37:00,2
2019-04-28 10:53:00,1
2019-04-28 10:55:00,1
2019-04-28 10:58:00,1
2019-04-28 11:01:00,2
2019-04-28 11:04:00,1
2019-04-28 11:06:00,1
2019-04-28 11:10:00,1
2019-04-28 11:11:00,1
2019-04-28 11:12:00,1
2019-04-28 11:16:00,2
2019-04-28 11:21:00,1
2019-04-28 11:25:00,1
2019-04-28 11:29:00,1
2019-04-28 11:34:00,1
2019-04-28 11:35:00,1
2019-04-28 11:39:00,1
2019-04-28 11:42:00,2
2019-04-28 11:44:00,2
2019-04-28 11:48:00,1
2019-04-28 11:50:00,2
2019-04-28 11:51:00,1
2019-04-28 11:57:00,1
2019-04-28 11:58:00,1
2019-04-28 12:04:00,1
2019-04-28 12:05:00,2
2019-04-28 12:08:00,1
2019-04-28 12:10:00,1
2019-04-28 12:16:00,1
2019-04-28 12:20:00,1
2019-04-28 12:24:00,1
2019-04-28 12:32:00,2
2019-04-28 12:33:00,1
2019-04-28 12:41:00,1
2019-04-28 12:42:00,1
2019-04-28 12:47:00,1
2019-04-28 12:48:00,2
2019-04-28 12:52:00,1
2019-04-28 12:55:00,2
2019-04-28 13:00:00,1
2019-04-28 13:03:00,1
2019-04-28 13:16:00,1
2019-04-28 13:26:00,1
2019-04-28 13:34:00,1
2019-04-28 13:35:00,1
2019-04-28 13:39:00,1
2019-04-28 13:41:00,2
2019-04-28 13:42:00,1
2019-04-28 13:47:00,1
2019-04-28 13:52:00,1
2019-04-28 13:54:00,1
2019-04-28 13:55:00,6
2019-04-28 13:56:00,37
2019-04-28 13:57:00,17
2019-04-28 14:01:00,1
2019-04-28 14:12:00,2
2019-04-28 14:14:00,2
2019-04-28 14:22:00,1
2019-04-28 14:28:00,1
2019-04-28 14:30:00,2
2019-04-28 14:37:00,1
2019-04-28 14:45:00,1
2019-04-28 15:01:00,1
2019-04-28 15:04:00,1
2019-04-28 15:05:00,1
2019-04-28 15:10:00,1
2019-04-28 15:16:00,1
2019-04-28 15:19:00,1
2019-04-28 16:07:00,1
2019-04-28 16:12:00,1
2019-04-28 16:30:00,1
2019-04-28 16:31:00,2
2019-04-28 16:46:00,1
2019-04-28 16:50:00,10
2019-04-28 16:51:00,4
2019-04-28 16:52:00,1
2019-04-28 16:53:00,3
2019-04-28 16:55:00,1
2019-04-28 16:58:00,2
2019-04-28 17:06:00,1
2019-04-28 17:14:00,1
2019-04-28 17:18:00,2
2019-04-28 17:21:00,1
2019-04-28 17:24:00,1
2019-04-28 17:25:00,1
2019-04-28 17:26:00,1
2019-04-28 17:29:00,1
2019-04-28 18:02:00,1
2019-04-28 18:03:00,1
2019-04-28 18:12:00,1
2019-04-28 18:17:00,1
2019-04-28 18:26:00,1
2019-04-28 18:29:00,1
2019-04-28 18:45:00,1
2019-04-28 18:46:00,1
2019-04-28 18:48:00,1
2019-04-28 18:58:00,1
2019-04-28 19:03:00,1
2019-04-28 19:10:00,1
2019-04-28 19:12:00,2
2019-04-28 19:15:00,1
2019-04-28 19:17:00,1
2019-04-28 19:23:00,1
2019-04-28 19:28:00,1
2019-04-28 19:30:00,1
2019-04-28 19:33:00,1
2019-04-28 19:37:00,1
2019-04-28 19:38:00,1
2019-04-28 19:40:00,1
2019-04-28 19:41:00,1
2019-04-28 19:44:00,1
2019-04-28 19:47:00,2
2019-04-28 19:48:00,1
2019-04-28 20:00:00,1
2019-04-28 20:04:00,1
2019-04-28 20:20:00,1
2019-04-28 20:30:00,1
2019-04-28 20:37:00,1
2019-04-28 20:41:00,1
2019-04-28 20:44:00,1
2019-04-28 20:50:00,2
2019-04-28 20:59:00,1
2019-04-28 21:03:00,1
2019-04-28 21:12:00,1
2019-04-28 21:21:00,1
2019-04-28 21:34:00,1
2019-04-28 21:35:00,2
2019-04-28 21:40:00,1
2019-04-28 21:45:00,1
2019-04-28 21:46:00,2
2019-04-28 21:52:00,1
2019-04-28 21:56:00,1
2019-04-28 22:10:00,1
2019-04-28 22:11:00,1
2019-04-28 22:21:00,1
2019-04-28 22:22:00,1
2019-04-28 22:48:00,1
2019-04-28 22:50:00,1
2019-04-28 23:07:00,1
2019-04-28 23:14:00,1
2019-04-28 23:16:00,1
2019-04-28 23:32:00,1
