346,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-04-28 01:23:00,1
2019-04-28 02:21:00,1
2019-04-28 03:01:00,1
2019-04-28 03:09:00,1
2019-04-28 14:14:00,36
2019-04-28 15:07:00,1
2019-04-28 15:52:00,19
2019-04-28 15:53:00,29
2019-04-28 16:27:00,20
2019-04-28 16:28:00,59
2019-04-28 17:15:00,22
2019-04-28 17:45:00,30
2019-04-28 18:09:00,90
2019-04-28 18:10:00,18
2019-04-28 18:38:00,18
