25,select * from stellarMassFSPSGranEarlyDust where specObjId=#
2019-04-28 00:43:00,1
2019-04-28 01:47:00,1
2019-04-28 02:25:00,1
2019-04-28 03:16:00,1
2019-04-28 03:23:00,1
2019-04-28 04:41:00,1
2019-04-28 04:59:00,1
2019-04-28 05:01:00,1
2019-04-28 07:07:00,1
2019-04-28 08:20:00,1
2019-04-28 09:05:00,1
2019-04-28 09:34:00,1
2019-04-28 10:25:00,1
2019-04-28 11:50:00,1
2019-04-28 12:10:00,1
2019-04-28 12:56:00,1
2019-04-28 13:28:00,1
2019-04-28 14:49:00,1
2019-04-28 16:17:00,1
2019-04-28 18:39:00,1
2019-04-28 22:07:00,1
2019-04-28 22:11:00,1
2019-04-28 22:32:00,1
2019-04-28 22:51:00,1
2019-04-28 22:54:00,1
