75,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-03-24 00:03:00,1
2019-03-24 00:04:00,1
2019-03-24 00:08:00,1
2019-03-24 00:10:00,1
2019-03-24 00:22:00,1
2019-03-24 00:23:00,1
2019-03-24 00:45:00,1
2019-03-24 00:46:00,1
2019-03-24 00:58:00,1
2019-03-24 00:59:00,1
2019-03-24 01:05:00,1
2019-03-24 01:08:00,2
2019-03-24 01:17:00,1
2019-03-24 01:26:00,1
2019-03-24 01:35:00,1
2019-03-24 01:36:00,1
2019-03-24 01:42:00,1
2019-03-24 01:44:00,1
2019-03-24 01:45:00,1
2019-03-24 01:48:00,1
2019-03-24 01:49:00,1
2019-03-24 01:51:00,1
2019-03-24 02:05:00,1
2019-03-24 02:24:00,1
2019-03-24 02:25:00,1
2019-03-24 02:37:00,1
2019-03-24 02:38:00,1
2019-03-24 02:47:00,1
2019-03-24 03:08:00,2
2019-03-24 03:42:00,1
2019-03-24 03:43:00,1
2019-03-24 03:49:00,1
2019-03-24 04:01:00,1
2019-03-24 04:03:00,2
2019-03-24 04:05:00,1
2019-03-24 04:16:00,1
2019-03-24 04:30:00,1
2019-03-24 04:31:00,1
2019-03-24 04:43:00,1
2019-03-24 04:44:00,1
2019-03-24 05:01:00,1
2019-03-24 05:02:00,1
2019-03-24 05:09:00,1
2019-03-24 05:31:00,2
2019-03-24 05:42:00,1
2019-03-24 05:58:00,1
2019-03-24 05:59:00,1
2019-03-24 06:04:00,1
2019-03-24 06:05:00,1
2019-03-24 06:10:00,1
2019-03-24 06:23:00,1
2019-03-24 06:24:00,1
2019-03-24 13:26:00,1
2019-03-24 13:36:00,1
2019-03-24 13:37:00,1
2019-03-24 13:40:00,1
2019-03-24 15:20:00,1
2019-03-24 15:26:00,1
2019-03-24 15:35:00,1
2019-03-24 15:44:00,1
2019-03-24 15:55:00,1
2019-03-24 16:16:00,1
2019-03-24 16:42:00,2
2019-03-24 17:45:00,1
2019-03-24 18:01:00,1
2019-03-24 22:24:00,1
2019-03-24 22:28:00,2
2019-03-24 22:37:00,1
2019-03-24 22:38:00,1
