67,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-03-24 00:00:00,1
2019-03-24 00:42:00,1
2019-03-24 00:43:00,8
2019-03-24 00:59:00,1
2019-03-24 01:59:00,1
2019-03-24 03:00:00,1
2019-03-24 03:41:00,1
2019-03-24 04:00:00,1
2019-03-24 05:00:00,1
2019-03-24 05:59:00,1
2019-03-24 06:59:00,1
2019-03-24 08:00:00,1
2019-03-24 08:04:00,9
2019-03-24 08:59:00,1
2019-03-24 10:00:00,1
2019-03-24 10:57:00,1
2019-03-24 11:59:00,1
2019-03-24 12:59:00,1
2019-03-24 13:33:00,9
2019-03-24 13:46:00,9
2019-03-24 13:58:00,1
2019-03-24 14:59:00,1
2019-03-24 15:59:00,1
2019-03-24 16:59:00,1
2019-03-24 17:59:00,1
2019-03-24 18:43:00,9
2019-03-24 18:59:00,1
2019-03-24 19:59:00,1
