1114,"SELECT specObjID, dr7ObjID FROM SpecDR7 WHERE specobjid = #"
2019-03-24 01:24:00,2
2019-03-24 01:25:00,3
2019-03-24 01:26:00,2
2019-03-24 01:27:00,3
2019-03-24 01:28:00,2
2019-03-24 01:29:00,4
2019-03-24 01:30:00,2
2019-03-24 01:31:00,2
2019-03-24 01:32:00,3
2019-03-24 01:33:00,2
2019-03-24 01:34:00,2
2019-03-24 01:35:00,2
2019-03-24 01:36:00,2
2019-03-24 01:37:00,2
2019-03-24 01:38:00,3
2019-03-24 01:39:00,3
2019-03-24 01:40:00,1
2019-03-24 01:41:00,3
2019-03-24 01:42:00,2
2019-03-24 01:43:00,3
2019-03-24 01:44:00,3
2019-03-24 01:45:00,2
2019-03-24 01:46:00,2
2019-03-24 01:47:00,4
2019-03-24 01:48:00,2
2019-03-24 01:49:00,2
2019-03-24 01:50:00,3
2019-03-24 01:51:00,2
2019-03-24 01:52:00,2
2019-03-24 01:53:00,4
2019-03-24 01:54:00,4
2019-03-24 01:55:00,3
2019-03-24 01:56:00,3
2019-03-24 01:57:00,3
2019-03-24 01:58:00,3
2019-03-24 01:59:00,3
2019-03-24 02:00:00,3
2019-03-24 02:01:00,2
2019-03-24 02:02:00,2
2019-03-24 02:03:00,3
2019-03-24 02:04:00,2
2019-03-24 02:05:00,4
2019-03-24 02:06:00,2
2019-03-24 02:07:00,3
2019-03-24 02:08:00,2
2019-03-24 02:09:00,3
2019-03-24 02:10:00,2
2019-03-24 02:11:00,1
2019-03-24 02:12:00,1
2019-03-24 02:13:00,2
2019-03-24 02:14:00,2
2019-03-24 02:15:00,3
2019-03-24 02:16:00,4
2019-03-24 02:17:00,3
2019-03-24 02:18:00,1
2019-03-24 02:19:00,3
2019-03-24 02:20:00,2
2019-03-24 02:21:00,4
2019-03-24 02:22:00,3
2019-03-24 02:23:00,3
2019-03-24 02:24:00,4
2019-03-24 02:25:00,2
2019-03-24 02:27:00,3
2019-03-24 02:28:00,3
2019-03-24 02:29:00,2
2019-03-24 02:30:00,2
2019-03-24 02:31:00,1
2019-03-24 02:32:00,1
2019-03-24 02:33:00,2
2019-03-24 02:34:00,3
2019-03-24 02:35:00,2
2019-03-24 02:36:00,2
2019-03-24 02:37:00,3
2019-03-24 02:38:00,1
2019-03-24 02:39:00,3
2019-03-24 02:40:00,2
2019-03-24 02:41:00,2
2019-03-24 02:42:00,2
2019-03-24 02:43:00,1
2019-03-24 02:44:00,3
2019-03-24 02:45:00,2
2019-03-24 02:46:00,3
2019-03-24 02:47:00,2
2019-03-24 02:48:00,2
2019-03-24 02:49:00,3
2019-03-24 02:50:00,2
2019-03-24 02:51:00,1
2019-03-24 02:52:00,1
2019-03-24 02:53:00,3
2019-03-24 02:54:00,3
2019-03-24 02:55:00,2
2019-03-24 02:56:00,1
2019-03-24 02:57:00,1
2019-03-24 02:58:00,2
2019-03-24 02:59:00,3
2019-03-24 03:00:00,2
2019-03-24 03:01:00,3
2019-03-24 03:02:00,3
2019-03-24 03:03:00,2
2019-03-24 03:04:00,3
2019-03-24 03:05:00,1
2019-03-24 03:06:00,3
2019-03-24 03:07:00,1
2019-03-24 03:08:00,3
2019-03-24 03:09:00,3
2019-03-24 03:10:00,3
2019-03-24 03:11:00,1
2019-03-24 03:12:00,2
2019-03-24 03:13:00,3
2019-03-24 03:14:00,2
2019-03-24 03:15:00,2
2019-03-24 03:16:00,2
2019-03-24 03:17:00,3
2019-03-24 03:18:00,2
2019-03-24 03:19:00,2
2019-03-24 03:20:00,2
2019-03-24 03:21:00,2
2019-03-24 03:22:00,2
2019-03-24 03:23:00,3
2019-03-24 03:24:00,2
2019-03-24 03:25:00,4
2019-03-24 03:26:00,1
2019-03-24 03:27:00,2
2019-03-24 03:28:00,2
2019-03-24 03:29:00,3
2019-03-24 03:30:00,2
2019-03-24 03:31:00,2
2019-03-24 03:32:00,2
2019-03-24 03:33:00,2
2019-03-24 03:34:00,2
2019-03-24 03:35:00,2
2019-03-24 03:36:00,2
2019-03-24 03:37:00,2
2019-03-24 03:38:00,2
2019-03-24 03:39:00,2
2019-03-24 03:40:00,4
2019-03-24 03:41:00,1
2019-03-24 03:42:00,2
2019-03-24 03:43:00,1
2019-03-24 03:44:00,1
2019-03-24 03:45:00,2
2019-03-24 03:46:00,2
2019-03-24 03:47:00,2
2019-03-24 03:48:00,3
2019-03-24 03:49:00,1
2019-03-24 03:50:00,3
2019-03-24 03:51:00,3
2019-03-24 03:53:00,3
2019-03-24 03:54:00,1
2019-03-24 03:55:00,3
2019-03-24 03:56:00,4
2019-03-24 03:57:00,2
2019-03-24 03:58:00,3
2019-03-24 03:59:00,3
2019-03-24 04:01:00,3
2019-03-24 04:02:00,2
2019-03-24 04:03:00,4
2019-03-24 04:04:00,2
