1114,"SELECT specObjID, dr7ObjID FROM SpecDR7 WHERE specobjid = #"
2019-03-24 04:05:00,4
2019-03-24 04:06:00,1
2019-03-24 04:07:00,1
2019-03-24 04:08:00,2
2019-03-24 04:09:00,3
2019-03-24 04:10:00,2
2019-03-24 04:11:00,2
2019-03-24 04:12:00,2
2019-03-24 04:13:00,1
2019-03-24 04:14:00,2
2019-03-24 04:15:00,4
2019-03-24 04:16:00,2
2019-03-24 04:17:00,1
2019-03-24 04:18:00,1
2019-03-24 04:19:00,2
2019-03-24 04:20:00,2
2019-03-24 04:21:00,2
2019-03-24 04:22:00,3
2019-03-24 04:23:00,3
2019-03-24 04:24:00,3
2019-03-24 04:25:00,2
2019-03-24 04:26:00,3
2019-03-24 04:27:00,4
2019-03-24 04:28:00,3
2019-03-24 04:29:00,2
2019-03-24 04:30:00,2
2019-03-24 04:31:00,2
2019-03-24 04:32:00,2
2019-03-24 04:33:00,2
2019-03-24 04:34:00,2
2019-03-24 04:35:00,4
2019-03-24 04:36:00,4
2019-03-24 04:37:00,2
2019-03-24 04:38:00,3
2019-03-24 04:39:00,4
2019-03-24 04:40:00,2
2019-03-24 04:41:00,4
2019-03-24 04:42:00,3
2019-03-24 04:43:00,3
2019-03-24 04:44:00,3
2019-03-24 04:45:00,3
2019-03-24 04:46:00,4
2019-03-24 04:47:00,1
2019-03-24 04:48:00,4
2019-03-24 04:49:00,2
2019-03-24 04:50:00,3
2019-03-24 04:51:00,2
2019-03-24 04:52:00,3
2019-03-24 04:53:00,2
2019-03-24 04:54:00,2
2019-03-24 04:55:00,3
2019-03-24 04:56:00,2
2019-03-24 04:57:00,4
2019-03-24 04:58:00,4
2019-03-24 04:59:00,2
2019-03-24 05:00:00,1
2019-03-24 05:01:00,2
2019-03-24 05:02:00,3
2019-03-24 05:03:00,4
2019-03-24 05:04:00,2
2019-03-24 05:05:00,4
2019-03-24 05:06:00,4
2019-03-24 05:07:00,3
2019-03-24 05:08:00,3
2019-03-24 05:09:00,3
2019-03-24 05:10:00,3
2019-03-24 05:11:00,1
2019-03-24 05:12:00,3
2019-03-24 05:13:00,3
2019-03-24 05:14:00,5
2019-03-24 05:15:00,4
2019-03-24 05:16:00,2
2019-03-24 05:17:00,2
2019-03-24 05:18:00,4
2019-03-24 05:19:00,4
2019-03-24 05:20:00,3
2019-03-24 05:21:00,4
2019-03-24 05:22:00,4
2019-03-24 05:23:00,1
2019-03-24 05:24:00,5
2019-03-24 05:25:00,4
2019-03-24 05:26:00,3
2019-03-24 05:27:00,3
2019-03-24 05:28:00,3
2019-03-24 05:29:00,2
2019-03-24 05:30:00,2
2019-03-24 05:31:00,3
2019-03-24 05:32:00,3
2019-03-24 05:33:00,3
2019-03-24 05:34:00,4
2019-03-24 05:35:00,2
2019-03-24 05:36:00,3
2019-03-24 05:37:00,3
2019-03-24 05:38:00,2
2019-03-24 05:39:00,3
2019-03-24 05:40:00,3
2019-03-24 05:41:00,2
2019-03-24 05:42:00,4
2019-03-24 05:43:00,2
2019-03-24 05:45:00,2
2019-03-24 05:46:00,4
2019-03-24 05:47:00,4
2019-03-24 05:48:00,3
2019-03-24 05:49:00,3
2019-03-24 05:50:00,3
2019-03-24 05:51:00,2
2019-03-24 05:52:00,4
2019-03-24 05:53:00,1
2019-03-24 05:54:00,3
2019-03-24 05:55:00,2
2019-03-24 05:56:00,1
2019-03-24 05:57:00,4
2019-03-24 05:58:00,5
2019-03-24 05:59:00,4
2019-03-24 06:00:00,3
2019-03-24 06:01:00,4
2019-03-24 06:02:00,4
2019-03-24 06:03:00,5
2019-03-24 06:04:00,4
2019-03-24 06:05:00,2
2019-03-24 06:06:00,4
2019-03-24 06:07:00,2
2019-03-24 06:08:00,3
2019-03-24 06:09:00,3
2019-03-24 06:10:00,2
2019-03-24 06:11:00,1
2019-03-24 06:12:00,4
2019-03-24 06:13:00,4
2019-03-24 06:14:00,3
2019-03-24 06:15:00,4
2019-03-24 06:16:00,1
2019-03-24 06:17:00,5
2019-03-24 06:18:00,1
2019-03-24 06:19:00,4
2019-03-24 06:20:00,4
2019-03-24 06:21:00,4
2019-03-24 06:22:00,4
2019-03-24 21:27:00,3
2019-03-24 21:28:00,2
2019-03-24 21:29:00,1
2019-03-24 21:30:00,2
2019-03-24 21:31:00,4
2019-03-24 21:32:00,3
2019-03-24 21:33:00,2
2019-03-24 21:34:00,2
2019-03-24 21:35:00,2
2019-03-24 21:36:00,2
2019-03-24 21:37:00,4
2019-03-24 21:38:00,3
2019-03-24 21:39:00,1
2019-03-24 21:40:00,1
2019-03-24 21:41:00,4
2019-03-24 21:42:00,2
2019-03-24 21:43:00,3
2019-03-24 21:44:00,3
2019-03-24 21:45:00,3
2019-03-24 21:46:00,3
2019-03-24 21:47:00,2
2019-03-24 21:48:00,3
2019-03-24 21:50:00,3
2019-03-24 21:51:00,2
2019-03-24 21:52:00,2
2019-03-24 21:53:00,4
2019-03-24 21:54:00,2
2019-03-24 21:55:00,3
2019-03-24 21:56:00,1
2019-03-24 21:57:00,4
2019-03-24 21:58:00,2
2019-03-24 21:59:00,1
2019-03-24 22:00:00,1
2019-03-24 22:01:00,2
2019-03-24 22:02:00,3
2019-03-24 22:03:00,2
2019-03-24 22:04:00,3
2019-03-24 22:05:00,1
2019-03-24 22:06:00,1
2019-03-24 22:07:00,4
2019-03-24 22:08:00,2
2019-03-24 22:09:00,2
2019-03-24 22:10:00,2
2019-03-24 22:11:00,2
2019-03-24 22:12:00,3
2019-03-24 22:13:00,1
2019-03-24 22:14:00,3
2019-03-24 22:15:00,2
2019-03-24 22:16:00,3
2019-03-24 22:17:00,4
2019-03-24 22:18:00,3
2019-03-24 22:19:00,2
2019-03-24 22:20:00,2
2019-03-24 22:21:00,1
2019-03-24 22:22:00,2
2019-03-24 22:23:00,2
2019-03-24 22:24:00,3
2019-03-24 22:25:00,2
2019-03-24 22:26:00,2
2019-03-24 22:27:00,2
2019-03-24 22:28:00,2
2019-03-24 22:29:00,2
2019-03-24 22:30:00,1
2019-03-24 22:31:00,3
2019-03-24 22:32:00,3
2019-03-24 22:33:00,3
2019-03-24 22:34:00,2
2019-03-24 22:35:00,3
2019-03-24 22:36:00,3
2019-03-24 22:37:00,4
2019-03-24 22:38:00,3
2019-03-24 22:39:00,3
2019-03-24 22:40:00,2
2019-03-24 22:41:00,2
2019-03-24 22:42:00,3
2019-03-24 22:43:00,3
2019-03-24 22:44:00,2
2019-03-24 22:45:00,3
2019-03-24 22:46:00,2
2019-03-24 22:47:00,4
2019-03-24 22:48:00,3
2019-03-24 22:49:00,3
2019-03-24 22:50:00,1
2019-03-24 22:51:00,2
2019-03-24 22:52:00,3
2019-03-24 22:53:00,1
2019-03-24 22:54:00,2
2019-03-24 22:55:00,2
2019-03-24 22:56:00,3
2019-03-24 22:57:00,3
2019-03-24 22:58:00,2
2019-03-24 22:59:00,3
2019-03-24 23:00:00,4
2019-03-24 23:01:00,3
2019-03-24 23:02:00,2
2019-03-24 23:03:00,2
2019-03-24 23:04:00,3
2019-03-24 23:05:00,3
2019-03-24 23:06:00,1
2019-03-24 23:07:00,2
2019-03-24 23:08:00,4
2019-03-24 23:09:00,2
2019-03-24 23:10:00,3
2019-03-24 23:11:00,2
2019-03-24 23:12:00,3
2019-03-24 23:13:00,3
2019-03-24 23:14:00,2
2019-03-24 23:15:00,3
2019-03-24 23:16:00,2
2019-03-24 23:17:00,1
2019-03-24 23:19:00,3
2019-03-24 23:20:00,3
2019-03-24 23:21:00,1
2019-03-24 23:22:00,2
2019-03-24 23:23:00,1
2019-03-24 23:24:00,2
2019-03-24 23:25:00,3
2019-03-24 23:26:00,1
2019-03-24 23:27:00,1
2019-03-24 23:28:00,3
2019-03-24 23:31:00,3
2019-03-24 23:33:00,3
2019-03-24 23:34:00,2
2019-03-24 23:35:00,2
2019-03-24 23:36:00,2
2019-03-24 23:37:00,3
2019-03-24 23:38:00,2
2019-03-24 23:39:00,2
2019-03-24 23:41:00,1
2019-03-24 23:42:00,3
2019-03-24 23:43:00,2
2019-03-24 23:44:00,3
2019-03-24 23:45:00,3
2019-03-24 23:46:00,3
2019-03-24 23:47:00,2
2019-03-24 23:48:00,1
2019-03-24 23:49:00,4
2019-03-24 23:50:00,3
2019-03-24 23:51:00,2
2019-03-24 23:52:00,1
2019-03-24 23:53:00,3
2019-03-24 23:54:00,3
2019-03-24 23:55:00,2
2019-03-24 23:56:00,1
2019-03-24 23:57:00,2
2019-03-24 23:58:00,4
2019-03-24 23:59:00,2
