91,select distinct parent from DBViewCols where viewname=&&&
2019-12-27 01:37:00,1
2019-12-27 04:54:00,9
2019-12-27 04:55:00,6
2019-12-27 04:56:00,3
2019-12-27 06:54:00,1
2019-12-27 09:49:00,9
2019-12-27 09:50:00,14
2019-12-27 09:51:00,21
2019-12-27 09:52:00,15
2019-12-27 12:28:00,1
2019-12-27 16:10:00,1
2019-12-27 17:29:00,2
2019-12-27 17:52:00,1
2019-12-27 18:42:00,2
2019-12-27 18:51:00,1
2019-12-27 19:24:00,1
2019-12-27 19:56:00,1
2019-12-27 20:33:00,1
2019-12-27 20:51:00,1
