22,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-12-27 01:05:00,1
2019-12-27 01:13:00,1
2019-12-27 01:48:00,1
2019-12-27 01:55:00,1
2019-12-27 02:02:00,1
2019-12-27 02:18:00,1
2019-12-27 02:30:00,1
2019-12-27 02:45:00,1
2019-12-27 03:00:00,1
2019-12-27 03:09:00,1
2019-12-27 03:24:00,1
2019-12-27 03:28:00,1
2019-12-27 06:55:00,1
2019-12-27 07:04:00,1
2019-12-27 08:06:00,1
2019-12-27 08:25:00,1
2019-12-27 08:34:00,1
2019-12-27 08:48:00,1
2019-12-27 12:21:00,1
2019-12-27 20:06:00,1
2019-12-27 20:35:00,1
2019-12-27 20:44:00,1
