581,select * from fDocFunctionParams(&&&)
2019-12-27 00:45:00,2
2019-12-27 00:51:00,27
2019-12-27 00:56:00,12
2019-12-27 00:57:00,11
2019-12-27 01:22:00,1
2019-12-27 02:07:00,1
2019-12-27 04:54:00,6
2019-12-27 04:55:00,14
2019-12-27 04:56:00,15
2019-12-27 08:04:00,2
2019-12-27 08:49:00,1
2019-12-27 09:53:00,59
2019-12-27 09:54:00,71
2019-12-27 09:55:00,75
2019-12-27 09:56:00,73
2019-12-27 09:57:00,66
2019-12-27 09:58:00,71
2019-12-27 09:59:00,15
2019-12-27 10:22:00,3
2019-12-27 11:50:00,1
2019-12-27 12:20:00,2
2019-12-27 14:15:00,1
2019-12-27 14:20:00,1
2019-12-27 15:37:00,2
2019-12-27 16:28:00,1
2019-12-27 16:35:00,2
2019-12-27 16:39:00,1
2019-12-27 17:36:00,2
2019-12-27 18:07:00,1
2019-12-27 18:10:00,1
2019-12-27 18:20:00,2
2019-12-27 18:40:00,3
2019-12-27 18:41:00,2
2019-12-27 19:04:00,1
2019-12-27 19:13:00,1
2019-12-27 19:15:00,1
2019-12-27 19:33:00,1
2019-12-27 19:38:00,3
2019-12-27 19:43:00,3
2019-12-27 20:29:00,3
2019-12-27 20:42:00,3
2019-12-27 20:52:00,3
2019-12-27 21:07:00,1
2019-12-27 21:14:00,3
2019-12-27 21:15:00,1
2019-12-27 21:29:00,1
2019-12-27 21:38:00,2
2019-12-27 21:51:00,1
2019-12-27 22:08:00,1
2019-12-27 22:57:00,2
2019-12-27 23:43:00,3
