310,select * from Frame where fieldId=#
2019-12-27 00:06:00,1
2019-12-27 00:10:00,1
2019-12-27 00:24:00,1
2019-12-27 00:47:00,1
2019-12-27 01:06:00,1
2019-12-27 01:37:00,1
2019-12-27 02:24:00,1
2019-12-27 02:26:00,1
2019-12-27 04:36:00,1
2019-12-27 06:34:00,1
2019-12-27 06:44:00,1
2019-12-27 06:51:00,1
2019-12-27 07:42:00,1
2019-12-27 09:30:00,1
2019-12-27 09:58:00,1
2019-12-27 10:38:00,1
2019-12-27 10:45:00,2
2019-12-27 10:46:00,2
2019-12-27 10:47:00,1
2019-12-27 11:31:00,1
2019-12-27 11:38:00,1
2019-12-27 12:03:00,1
2019-12-27 13:00:00,1
2019-12-27 13:08:00,1
2019-12-27 13:32:00,1
2019-12-27 13:51:00,2
2019-12-27 14:12:00,1
2019-12-27 14:40:00,1
2019-12-27 14:55:00,1
2019-12-27 15:06:00,1
2019-12-27 15:56:00,3
2019-12-27 17:19:00,1
2019-12-27 17:51:00,1
2019-12-27 18:01:00,1
2019-12-27 18:18:00,1
2019-12-27 18:24:00,1
2019-12-27 18:39:00,1
2019-12-27 18:50:00,1
2019-12-27 19:02:00,7
2019-12-27 19:03:00,8
2019-12-27 19:04:00,7
2019-12-27 19:05:00,6
2019-12-27 19:06:00,8
2019-12-27 19:07:00,6
2019-12-27 19:08:00,8
2019-12-27 19:09:00,8
2019-12-27 19:10:00,6
2019-12-27 19:11:00,7
2019-12-27 19:12:00,7
2019-12-27 19:13:00,8
2019-12-27 19:14:00,7
2019-12-27 19:15:00,6
2019-12-27 19:16:00,6
2019-12-27 19:17:00,7
2019-12-27 19:18:00,7
2019-12-27 19:19:00,7
2019-12-27 19:20:00,4
2019-12-27 19:21:00,6
2019-12-27 19:22:00,6
2019-12-27 19:23:00,8
2019-12-27 19:24:00,6
2019-12-27 19:25:00,5
2019-12-27 19:26:00,7
2019-12-27 19:27:00,4
2019-12-27 19:28:00,7
2019-12-27 19:33:00,1
2019-12-27 20:20:00,1
2019-12-27 20:48:00,1
2019-12-27 20:53:00,1
2019-12-27 20:55:00,1
2019-12-27 20:59:00,1
2019-12-27 21:10:00,1
2019-12-27 21:11:00,21
2019-12-27 21:12:00,34
2019-12-27 21:13:00,18
2019-12-27 21:24:00,1
2019-12-27 21:25:00,2
2019-12-27 21:28:00,1
2019-12-27 22:17:00,1
2019-12-27 22:29:00,1
2019-12-27 22:31:00,1
2019-12-27 23:06:00,1
