50,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-05-27 02:32:00,1
2019-05-27 04:11:00,1
2019-05-27 04:52:00,1
2019-05-27 05:34:00,4
2019-05-27 06:05:00,1
2019-05-27 07:06:00,1
2019-05-27 07:08:00,1
2019-05-27 07:09:00,1
2019-05-27 07:36:00,1
2019-05-27 09:15:00,1
2019-05-27 09:16:00,1
2019-05-27 09:17:00,1
2019-05-27 09:50:00,1
2019-05-27 09:51:00,1
2019-05-27 10:09:00,1
2019-05-27 10:40:00,1
2019-05-27 12:24:00,1
2019-05-27 12:26:00,1
2019-05-27 12:33:00,11
2019-05-27 14:31:00,1
2019-05-27 14:58:00,1
2019-05-27 15:00:00,2
2019-05-27 15:02:00,1
2019-05-27 17:07:00,1
2019-05-27 17:57:00,2
2019-05-27 17:58:00,1
2019-05-27 22:48:00,1
2019-05-27 22:51:00,1
2019-05-27 22:56:00,1
2019-05-27 22:58:00,1
2019-05-27 23:08:00,1
2019-05-27 23:10:00,1
2019-05-27 23:12:00,1
2019-05-27 23:15:00,1
2019-05-27 23:20:00,1
