2,"SELECT TOP # SPA.SpecObjID, SPA.z, SPA.ra, SPA.dec, GSX.d4#_n, GSX.hd_a, GSL.oii_#_eqw FROM SpecPhotoAll as SPA, galSpecInfo as GSI, galSpecLine as GSL, galSpecIndx as GSX WHERE SPA.z >= # and SPA.z <= # and SPA.petroMag_r <= # and SPA.SpecObjID = GSI.SpecObjID and SPA.SpecObjID = GSL.SpecObjID and SPA.SpecObjID = GSX.SpecObjID"
2019-05-27 09:40:00,1
2019-05-27 09:41:00,1
