6,select top # * from [LSA_#]
2019-05-27 00:19:00,1
2019-05-27 12:50:00,1
2019-05-27 14:09:00,1
2019-05-27 14:30:00,1
2019-05-27 14:57:00,1
2019-05-27 17:24:00,1
