473,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-27 13:04:00,15
2019-05-27 13:05:00,17
2019-05-27 13:06:00,37
2019-05-27 13:47:00,9
2019-05-27 13:48:00,16
2019-05-27 13:49:00,16
2019-05-27 13:50:00,7
2019-05-27 14:00:00,20
2019-05-27 14:01:00,18
2019-05-27 14:02:00,19
2019-05-27 14:03:00,18
2019-05-27 14:04:00,18
2019-05-27 14:05:00,4
2019-05-27 14:58:00,17
2019-05-27 14:59:00,16
2019-05-27 15:00:00,7
2019-05-27 15:12:00,16
2019-05-27 15:13:00,10
2019-05-27 15:32:00,16
2019-05-27 15:33:00,13
2019-05-27 15:48:00,2
2019-05-27 15:49:00,12
2019-05-27 15:52:00,1
2019-05-27 15:53:00,12
2019-05-27 15:55:00,17
2019-05-27 15:56:00,7
2019-05-27 16:26:00,12
2019-05-27 16:27:00,27
2019-05-27 16:28:00,25
2019-05-27 16:29:00,5
2019-05-27 16:30:00,15
2019-05-27 16:31:00,12
2019-05-27 16:32:00,17
