89,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-13 00:35:00,1
2019-04-13 06:02:00,1
2019-04-13 07:03:00,1
2019-04-13 07:15:00,1
2019-04-13 07:20:00,1
2019-04-13 08:03:00,1
2019-04-13 09:02:00,1
2019-04-13 10:15:00,1
2019-04-13 10:20:00,1
2019-04-13 13:05:00,1
2019-04-13 13:15:00,1
2019-04-13 13:35:00,1
2019-04-13 13:40:00,1
2019-04-13 14:00:00,7
2019-04-13 14:05:00,5
2019-04-13 15:03:00,1
2019-04-13 15:05:00,5
2019-04-13 15:10:00,5
2019-04-13 15:15:00,1
2019-04-13 15:16:00,1
2019-04-13 15:20:00,1
2019-04-13 15:22:00,1
2019-04-13 15:29:00,1
2019-04-13 15:34:00,1
2019-04-13 16:34:00,1
2019-04-13 16:35:00,1
2019-04-13 16:42:00,1
2019-04-13 16:50:00,1
2019-04-13 16:55:00,1
2019-04-13 17:05:00,3
2019-04-13 17:20:00,3
2019-04-13 17:25:00,3
2019-04-13 18:31:00,1
2019-04-13 18:35:00,2
2019-04-13 18:36:00,1
2019-04-13 18:40:00,1
2019-04-13 18:41:00,1
2019-04-13 19:00:00,1
2019-04-13 19:05:00,1
2019-04-13 19:15:00,1
2019-04-13 19:20:00,1
2019-04-13 21:02:00,1
2019-04-13 21:10:00,2
2019-04-13 21:20:00,2
2019-04-13 21:25:00,1
2019-04-13 21:31:00,1
2019-04-13 22:31:00,1
2019-04-13 23:02:00,1
2019-04-13 23:05:00,4
2019-04-13 23:08:00,1
2019-04-13 23:10:00,2
2019-04-13 23:13:00,1
2019-04-13 23:18:00,1
2019-04-13 23:20:00,2
2019-04-13 23:25:00,1
2019-04-13 23:30:00,2
