3,"SELECT objID,ra, dec, type, specObjID, psfMag_u, psfMag_g, psfMag_r, psfMag_i, psfMag_z, psfmagerr_r,    ModelMag_u, ModelMag_g, ModelMag_r, ModelMag_i, ModelMag_z,    ModelMagErr_u, ModelMagErr_g, ModelMagErr_r, ModelMagErr_i, ModelMagErr_z, petroR9#_r,petroR5#_r, flags  into pop3_dr1#_# from PhotoTag	 WHERE  clean=#   and  ModelMag_g<#   and  psfMag_g<#   and  ModelMag_g>#   and  psfMag_g>#   and  ModelMag_g - ModelMag_r < #   and  ModelMag_g - ModelMag_r > #   and  ModelMag_r - ModelMag_i < #   and  ModelMag_r - ModelMag_i > #   and  ModelMag_u - ModelMag_g < #   and  ModelMag_u - ModelMag_g > #   and  ModelMagErr_u<#   and  ModelMagErr_g<#   and  ModelMagErr_r<#   and  ModelMagErr_i<#   and  petroR9#_r<=#   and  petroR9#_r>#   and  calibStatus_u <#   and  calibStatus_g <#   and  calibStatus_r <#   and  calibStatus_i <#"
2019-04-13 03:35:00,1
2019-04-13 03:36:00,2
