28,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-09-14 00:00:00,1
2019-09-14 08:16:00,1
2019-09-14 08:33:00,2
2019-09-14 09:58:00,1
2019-09-14 10:26:00,2
2019-09-14 10:27:00,2
2019-09-14 10:28:00,1
2019-09-14 10:29:00,4
2019-09-14 10:31:00,3
2019-09-14 10:32:00,3
2019-09-14 10:33:00,2
2019-09-14 13:46:00,1
2019-09-14 14:02:00,3
2019-09-14 14:17:00,1
2019-09-14 18:39:00,1
