8,"SELECT ra,dec,z FROM SpecObj WHERE ra ># and ra <# AND dec >#and dec <# And class=&&&"
2019-09-14 08:01:00,1
2019-09-14 08:02:00,1
2019-09-14 08:03:00,1
2019-09-14 08:04:00,1
2019-09-14 08:05:00,2
2019-09-14 08:06:00,1
2019-09-14 08:08:00,1
