311,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-09-14 00:00:00,1
2019-09-14 00:05:00,1
2019-09-14 00:13:00,1
2019-09-14 00:14:00,1
2019-09-14 00:20:00,1
2019-09-14 00:22:00,1
2019-09-14 00:25:00,1
2019-09-14 00:30:00,2
2019-09-14 00:35:00,2
2019-09-14 00:42:00,1
2019-09-14 00:50:00,1
2019-09-14 00:52:00,2
2019-09-14 00:54:00,1
2019-09-14 00:57:00,2
2019-09-14 01:03:00,1
2019-09-14 01:04:00,1
2019-09-14 01:10:00,1
2019-09-14 01:11:00,1
2019-09-14 01:17:00,1
2019-09-14 01:21:00,1
2019-09-14 01:24:00,1
2019-09-14 01:25:00,1
2019-09-14 01:41:00,2
2019-09-14 01:45:00,2
2019-09-14 01:50:00,2
2019-09-14 01:57:00,2
2019-09-14 02:06:00,1
2019-09-14 02:13:00,1
2019-09-14 02:14:00,1
2019-09-14 02:19:00,1
2019-09-14 02:20:00,1
2019-09-14 02:26:00,1
2019-09-14 02:32:00,2
2019-09-14 02:38:00,2
2019-09-14 02:45:00,1
2019-09-14 02:46:00,1
2019-09-14 02:52:00,1
2019-09-14 02:53:00,1
2019-09-14 02:59:00,1
2019-09-14 03:03:00,1
2019-09-14 03:04:00,1
2019-09-14 03:09:00,1
2019-09-14 03:10:00,1
2019-09-14 03:15:00,1
2019-09-14 03:16:00,1
2019-09-14 03:20:00,1
2019-09-14 03:21:00,1
2019-09-14 03:27:00,2
2019-09-14 03:33:00,2
2019-09-14 03:39:00,2
2019-09-14 03:45:00,2
2019-09-14 03:56:00,1
2019-09-14 04:01:00,1
2019-09-14 04:02:00,1
2019-09-14 04:06:00,2
2019-09-14 04:11:00,2
2019-09-14 04:17:00,1
2019-09-14 04:18:00,1
2019-09-14 04:25:00,2
2019-09-14 04:32:00,1
2019-09-14 04:33:00,1
2019-09-14 04:38:00,2
2019-09-14 04:45:00,2
2019-09-14 04:52:00,2
2019-09-14 04:56:00,1
2019-09-14 04:57:00,1
2019-09-14 05:01:00,2
2019-09-14 05:07:00,2
2019-09-14 05:12:00,1
2019-09-14 05:16:00,2
2019-09-14 05:22:00,2
2019-09-14 05:28:00,1
2019-09-14 05:29:00,1
2019-09-14 05:34:00,1
2019-09-14 05:35:00,1
2019-09-14 05:41:00,1
2019-09-14 05:43:00,1
2019-09-14 05:47:00,1
2019-09-14 05:51:00,2
2019-09-14 05:56:00,2
2019-09-14 06:00:00,2
2019-09-14 06:02:00,1
2019-09-14 06:03:00,1
2019-09-14 06:06:00,1
2019-09-14 06:09:00,1
2019-09-14 06:10:00,1
2019-09-14 06:13:00,2
2019-09-14 06:17:00,1
