3328,"select  	r.run, r.rerun, r.camcol, r.field, f.fieldId, r.stripe, r.strip,  	r.ra, r.dec, r.raMin, r.raMax, r.decMin, r.decMax,  	r.mu, r.nu, r.incl, r.node, 	r.a, r.b, r.c, r.d, r.e, r.f,  	f.quality, 	f.a_u, f.b_u, f.c_u, f.d_u, f.e_u, f.f_u, 	f.a_g, f.b_g, f.c_g, f.d_g, f.e_g, f.f_g, 	f.a_r, f.b_r, f.c_r, f.d_r, f.e_r, f.f_r, 	f.a_i, f.b_i, f.c_i, f.d_i, f.e_i, f.f_i, 	f.a_z, f.b_z, f.c_z, f.d_z, f.e_z, f.f_z,   dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as u_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as g_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as r_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as i_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as z_url   from dbo.fGetNearbyFrameEq(#,#,#,#) n, Frame r, Field f   where f.fieldId=r.fieldId and r.fieldId=n.fieldId and r.zoom=#"
2019-09-14 00:00:00,3
2019-09-14 00:01:00,20
2019-09-14 00:02:00,2
2019-09-14 00:03:00,18
2019-09-14 00:04:00,3
2019-09-14 00:05:00,23
2019-09-14 00:06:00,5
2019-09-14 00:07:00,16
2019-09-14 00:08:00,2
2019-09-14 00:09:00,4
2019-09-14 00:10:00,3
2019-09-14 00:11:00,17
2019-09-14 00:12:00,1
2019-09-14 00:14:00,3
2019-09-14 00:15:00,3
2019-09-14 00:17:00,6
2019-09-14 00:18:00,3
2019-09-14 00:20:00,3
2019-09-14 00:22:00,1
2019-09-14 00:24:00,3
2019-09-14 00:25:00,4
2019-09-14 00:27:00,6
2019-09-14 00:28:00,2
2019-09-14 00:30:00,7
2019-09-14 00:32:00,1
2019-09-14 00:33:00,5
2019-09-14 00:34:00,5
2019-09-14 00:35:00,3
2019-09-14 00:37:00,6
2019-09-14 00:38:00,1
2019-09-14 00:39:00,2
2019-09-14 00:40:00,3
2019-09-14 00:41:00,5
2019-09-14 00:42:00,1
2019-09-14 00:44:00,3
2019-09-14 00:45:00,4
2019-09-14 00:46:00,4
2019-09-14 00:47:00,6
2019-09-14 00:49:00,2
2019-09-14 00:50:00,3
2019-09-14 00:52:00,2
2019-09-14 00:54:00,3
2019-09-14 00:55:00,3
2019-09-14 00:56:00,1
2019-09-14 00:57:00,6
2019-09-14 00:58:00,2
2019-09-14 01:00:00,3
2019-09-14 01:01:00,1
2019-09-14 01:02:00,1
2019-09-14 01:04:00,3
2019-09-14 01:05:00,3
2019-09-14 01:07:00,7
2019-09-14 01:08:00,15
2019-09-14 01:09:00,7
2019-09-14 01:10:00,3
2019-09-14 01:11:00,10
2019-09-14 01:12:00,1
2019-09-14 01:14:00,3
2019-09-14 01:15:00,3
2019-09-14 01:16:00,1
2019-09-14 01:17:00,21
2019-09-14 01:18:00,7
2019-09-14 01:20:00,13
2019-09-14 01:22:00,2
2019-09-14 01:23:00,4
2019-09-14 01:24:00,3
2019-09-14 01:25:00,7
2019-09-14 01:26:00,5
2019-09-14 01:27:00,11
2019-09-14 01:28:00,1
2019-09-14 01:29:00,2
2019-09-14 01:30:00,3
2019-09-14 01:32:00,1
2019-09-14 01:33:00,4
2019-09-14 01:34:00,5
2019-09-14 01:35:00,4
2019-09-14 01:37:00,6
2019-09-14 01:39:00,2
2019-09-14 01:40:00,3
2019-09-14 01:41:00,5
2019-09-14 01:42:00,1
2019-09-14 01:44:00,3
2019-09-14 01:45:00,3
2019-09-14 01:46:00,2
2019-09-14 01:47:00,8
2019-09-14 01:49:00,2
2019-09-14 01:50:00,3
2019-09-14 01:51:00,1
2019-09-14 01:52:00,1
2019-09-14 01:54:00,5
2019-09-14 01:55:00,3
2019-09-14 01:56:00,1
