4,"select count(distinct(ring_galaxies_z.ID)) from buta,ring_galaxies_z where (buta.ra-ring_galaxies_z.ra<#) and (buta.dec-ring_galaxies_z.dec<#)"
2019-09-14 01:44:00,3
2019-09-14 01:45:00,1
