34,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-09-14 00:38:00,1
2019-09-14 00:39:00,1
2019-09-14 00:43:00,1
2019-09-14 00:44:00,1
2019-09-14 00:47:00,1
2019-09-14 00:49:00,1
2019-09-14 00:51:00,1
2019-09-14 00:53:00,1
2019-09-14 00:54:00,1
2019-09-14 00:57:00,1
2019-09-14 00:58:00,1
2019-09-14 01:00:00,1
2019-09-14 01:02:00,1
2019-09-14 01:06:00,1
2019-09-14 01:09:00,1
2019-09-14 01:12:00,1
2019-09-14 01:13:00,1
2019-09-14 01:16:00,1
2019-09-14 01:18:00,1
2019-09-14 01:19:00,1
2019-09-14 01:22:00,1
2019-09-14 01:23:00,1
2019-09-14 01:26:00,1
2019-09-14 04:49:00,1
2019-09-14 04:56:00,1
2019-09-14 04:57:00,1
2019-09-14 04:58:00,1
2019-09-14 05:00:00,1
2019-09-14 05:01:00,1
2019-09-14 05:08:00,1
2019-09-14 05:09:00,1
2019-09-14 05:10:00,1
2019-09-14 05:12:00,1
2019-09-14 05:19:00,1
