7,select top # * from [photoz]
2019-01-25 04:01:00,1
2019-01-25 04:02:00,1
2019-01-25 04:04:00,1
2019-01-25 07:27:00,1
2019-01-25 07:30:00,1
2019-01-25 07:32:00,1
2019-01-25 09:50:00,1
