5481,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-01-25 00:00:00,21
2019-01-25 00:01:00,1
2019-01-25 00:02:00,1
2019-01-25 00:04:00,2
2019-01-25 00:07:00,7
2019-01-25 00:08:00,5
2019-01-25 00:10:00,20
2019-01-25 00:11:00,1
2019-01-25 00:12:00,1
2019-01-25 00:14:00,2
2019-01-25 00:17:00,7
2019-01-25 00:18:00,5
2019-01-25 00:20:00,21
2019-01-25 00:21:00,1
2019-01-25 00:22:00,1
2019-01-25 00:24:00,2
2019-01-25 00:27:00,7
2019-01-25 00:28:00,5
2019-01-25 00:30:00,20
2019-01-25 00:31:00,1
2019-01-25 00:32:00,1
2019-01-25 00:34:00,2
2019-01-25 00:37:00,7
2019-01-25 00:38:00,5
2019-01-25 00:40:00,21
2019-01-25 00:41:00,1
2019-01-25 00:42:00,1
2019-01-25 00:44:00,2
2019-01-25 00:47:00,7
2019-01-25 00:48:00,6
2019-01-25 00:50:00,22
2019-01-25 00:51:00,1
2019-01-25 00:52:00,1
2019-01-25 00:54:00,2
2019-01-25 00:57:00,7
2019-01-25 00:58:00,5
2019-01-25 01:00:00,22
2019-01-25 01:01:00,1
2019-01-25 01:02:00,1
2019-01-25 01:04:00,2
2019-01-25 01:07:00,7
2019-01-25 01:08:00,5
2019-01-25 01:10:00,21
2019-01-25 01:11:00,1
2019-01-25 01:12:00,1
2019-01-25 01:14:00,2
2019-01-25 01:17:00,7
2019-01-25 01:18:00,6
2019-01-25 01:20:00,20
2019-01-25 01:21:00,1
2019-01-25 01:22:00,1
2019-01-25 01:24:00,2
2019-01-25 01:27:00,7
2019-01-25 01:28:00,5
2019-01-25 01:30:00,20
2019-01-25 01:31:00,1
2019-01-25 01:32:00,1
2019-01-25 01:34:00,2
2019-01-25 01:37:00,7
2019-01-25 01:38:00,6
2019-01-25 01:40:00,22
2019-01-25 01:41:00,1
2019-01-25 01:43:00,1
2019-01-25 01:44:00,2
2019-01-25 01:47:00,7
2019-01-25 01:48:00,5
2019-01-25 01:50:00,22
2019-01-25 01:51:00,1
2019-01-25 01:53:00,1
2019-01-25 01:54:00,2
2019-01-25 01:57:00,7
2019-01-25 01:58:00,5
2019-01-25 02:00:00,20
2019-01-25 02:01:00,1
2019-01-25 02:03:00,1
2019-01-25 02:04:00,2
2019-01-25 02:07:00,7
2019-01-25 02:08:00,5
2019-01-25 02:10:00,23
2019-01-25 02:11:00,1
2019-01-25 02:13:00,1
2019-01-25 02:14:00,2
2019-01-25 02:17:00,7
2019-01-25 02:18:00,5
2019-01-25 02:20:00,22
2019-01-25 02:21:00,1
2019-01-25 02:23:00,1
2019-01-25 02:24:00,2
2019-01-25 02:27:00,7
2019-01-25 02:28:00,5
2019-01-25 02:30:00,21
2019-01-25 02:31:00,1
2019-01-25 02:33:00,1
2019-01-25 02:34:00,2
2019-01-25 02:37:00,7
2019-01-25 02:38:00,5
2019-01-25 02:40:00,20
2019-01-25 02:41:00,1
2019-01-25 02:43:00,1
2019-01-25 02:44:00,2
2019-01-25 02:47:00,7
2019-01-25 02:48:00,5
2019-01-25 02:50:00,22
2019-01-25 02:51:00,1
2019-01-25 02:53:00,1
2019-01-25 02:54:00,2
2019-01-25 02:57:00,7
2019-01-25 02:58:00,5
2019-01-25 03:00:00,24
2019-01-25 03:01:00,1
2019-01-25 03:03:00,1
2019-01-25 03:04:00,2
2019-01-25 03:07:00,7
2019-01-25 03:08:00,5
2019-01-25 03:10:00,24
2019-01-25 03:11:00,1
2019-01-25 03:13:00,1
2019-01-25 03:14:00,2
2019-01-25 03:17:00,7
2019-01-25 03:18:00,6
2019-01-25 03:20:00,20
2019-01-25 03:21:00,1
2019-01-25 03:23:00,1
2019-01-25 03:24:00,2
2019-01-25 03:27:00,7
2019-01-25 03:28:00,5
2019-01-25 03:30:00,20
2019-01-25 03:31:00,1
2019-01-25 03:33:00,1
2019-01-25 03:34:00,2
2019-01-25 03:37:00,7
2019-01-25 03:38:00,6
2019-01-25 03:40:00,20
2019-01-25 03:41:00,1
2019-01-25 03:43:00,1
2019-01-25 03:44:00,2
2019-01-25 03:47:00,7
2019-01-25 03:48:00,5
2019-01-25 03:50:00,20
2019-01-25 03:51:00,1
2019-01-25 03:53:00,1
2019-01-25 03:54:00,2
2019-01-25 03:57:00,7
2019-01-25 03:58:00,5
2019-01-25 04:00:00,20
2019-01-25 04:01:00,1
2019-01-25 04:03:00,1
2019-01-25 04:04:00,2
2019-01-25 04:07:00,7
2019-01-25 04:08:00,5
2019-01-25 04:10:00,20
2019-01-25 04:11:00,1
2019-01-25 04:13:00,1
2019-01-25 04:14:00,2
2019-01-25 04:17:00,7
2019-01-25 04:18:00,5
2019-01-25 04:20:00,20
2019-01-25 04:21:00,1
2019-01-25 04:23:00,1
2019-01-25 04:25:00,2
2019-01-25 04:27:00,7
2019-01-25 04:28:00,5
2019-01-25 04:30:00,20
2019-01-25 04:31:00,1
2019-01-25 04:33:00,1
2019-01-25 04:35:00,2
2019-01-25 04:37:00,7
2019-01-25 04:38:00,5
2019-01-25 04:40:00,20
2019-01-25 04:42:00,1
2019-01-25 04:43:00,1
2019-01-25 04:45:00,2
2019-01-25 04:47:00,7
2019-01-25 04:48:00,5
2019-01-25 04:50:00,20
2019-01-25 04:52:00,1
2019-01-25 04:53:00,1
2019-01-25 04:55:00,2
2019-01-25 04:57:00,7
2019-01-25 04:58:00,5
2019-01-25 05:00:00,22
2019-01-25 05:02:00,1
2019-01-25 05:03:00,1
2019-01-25 05:05:00,2
2019-01-25 05:07:00,7
2019-01-25 05:08:00,5
2019-01-25 05:10:00,20
2019-01-25 05:12:00,2
2019-01-25 05:13:00,1
2019-01-25 05:15:00,2
2019-01-25 05:17:00,7
2019-01-25 05:18:00,5
2019-01-25 05:20:00,20
2019-01-25 05:22:00,1
