3938,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-25 14:33:00,12
2019-01-25 14:34:00,12
2019-01-25 14:35:00,12
2019-01-25 14:37:00,15
2019-01-25 14:38:00,29
2019-01-25 14:39:00,28
2019-01-25 14:40:00,34
2019-01-25 14:41:00,32
2019-01-25 14:42:00,30
2019-01-25 14:43:00,28
2019-01-25 14:44:00,29
2019-01-25 14:45:00,32
2019-01-25 14:46:00,30
2019-01-25 14:47:00,31
2019-01-25 14:48:00,31
2019-01-25 14:49:00,33
2019-01-25 14:50:00,32
2019-01-25 14:51:00,34
2019-01-25 14:52:00,34
2019-01-25 14:53:00,27
2019-01-25 14:54:00,29
2019-01-25 14:55:00,30
2019-01-25 14:56:00,28
2019-01-25 14:57:00,32
2019-01-25 14:58:00,30
2019-01-25 14:59:00,28
2019-01-25 15:00:00,27
2019-01-25 15:01:00,31
2019-01-25 15:02:00,29
2019-01-25 15:03:00,30
2019-01-25 15:04:00,32
2019-01-25 15:05:00,29
2019-01-25 15:06:00,34
2019-01-25 15:07:00,31
2019-01-25 15:08:00,33
2019-01-25 15:09:00,6
2019-01-25 15:32:00,12
2019-01-25 15:33:00,12
2019-01-25 15:34:00,13
2019-01-25 15:35:00,12
2019-01-25 15:36:00,12
2019-01-25 15:37:00,13
2019-01-25 15:38:00,12
2019-01-25 15:39:00,12
2019-01-25 15:40:00,13
2019-01-25 15:41:00,12
2019-01-25 15:42:00,12
2019-01-25 15:43:00,12
2019-01-25 15:44:00,12
2019-01-25 15:45:00,12
2019-01-25 15:46:00,12
2019-01-25 15:47:00,13
2019-01-25 15:48:00,13
2019-01-25 15:49:00,12
2019-01-25 15:50:00,13
2019-01-25 15:51:00,12
2019-01-25 15:52:00,12
2019-01-25 15:53:00,12
2019-01-25 15:54:00,13
2019-01-25 15:55:00,13
2019-01-25 15:56:00,12
2019-01-25 15:57:00,13
2019-01-25 15:58:00,13
2019-01-25 15:59:00,13
2019-01-25 16:00:00,12
2019-01-25 16:01:00,11
2019-01-25 16:02:00,14
2019-01-25 16:03:00,13
2019-01-25 16:04:00,13
2019-01-25 16:05:00,12
2019-01-25 16:06:00,14
2019-01-25 16:07:00,12
2019-01-25 16:08:00,12
2019-01-25 16:09:00,13
2019-01-25 16:10:00,11
2019-01-25 16:43:00,11
2019-01-25 16:44:00,12
2019-01-25 16:45:00,13
2019-01-25 16:46:00,14
2019-01-25 16:47:00,13
2019-01-25 16:48:00,12
2019-01-25 16:49:00,11
2019-01-25 16:50:00,13
2019-01-25 16:51:00,14
2019-01-25 16:52:00,12
2019-01-25 16:53:00,13
2019-01-25 16:54:00,12
2019-01-25 16:55:00,12
2019-01-25 16:56:00,12
2019-01-25 16:57:00,13
2019-01-25 16:58:00,12
2019-01-25 16:59:00,13
2019-01-25 17:00:00,12
2019-01-25 17:01:00,13
2019-01-25 17:02:00,12
2019-01-25 17:03:00,11
2019-01-25 17:04:00,13
2019-01-25 17:05:00,13
2019-01-25 17:06:00,13
2019-01-25 17:07:00,12
2019-01-25 17:08:00,13
2019-01-25 17:09:00,12
2019-01-25 17:10:00,12
2019-01-25 17:11:00,12
2019-01-25 17:12:00,13
2019-01-25 17:13:00,12
2019-01-25 17:14:00,13
2019-01-25 17:15:00,13
2019-01-25 17:16:00,12
2019-01-25 17:17:00,13
2019-01-25 17:18:00,12
2019-01-25 17:19:00,13
2019-01-25 17:20:00,13
2019-01-25 17:21:00,10
2019-01-25 17:45:00,5
2019-01-25 17:46:00,42
2019-01-25 17:47:00,42
2019-01-25 17:48:00,49
2019-01-25 17:49:00,42
2019-01-25 17:50:00,42
2019-01-25 17:51:00,40
2019-01-25 17:52:00,40
2019-01-25 17:53:00,42
2019-01-25 17:54:00,45
2019-01-25 17:55:00,42
2019-01-25 17:56:00,36
2019-01-25 17:57:00,38
2019-01-25 17:58:00,35
2019-01-25 17:59:00,35
2019-01-25 18:00:00,35
2019-01-25 18:01:00,39
2019-01-25 18:02:00,33
2019-01-25 18:03:00,34
2019-01-25 18:04:00,37
2019-01-25 18:05:00,37
2019-01-25 18:06:00,33
2019-01-25 18:07:00,33
2019-01-25 18:08:00,34
2019-01-25 18:09:00,19
2019-01-25 18:10:00,24
2019-01-25 18:11:00,22
2019-01-25 18:12:00,13
2019-01-25 18:25:00,1
2019-01-25 18:26:00,13
2019-01-25 18:27:00,14
2019-01-25 18:28:00,13
2019-01-25 18:29:00,14
2019-01-25 18:30:00,13
2019-01-25 18:31:00,13
2019-01-25 18:32:00,13
2019-01-25 18:33:00,13
2019-01-25 18:34:00,14
2019-01-25 18:35:00,12
2019-01-25 18:36:00,13
2019-01-25 18:37:00,13
2019-01-25 18:38:00,13
2019-01-25 18:39:00,13
2019-01-25 18:40:00,14
2019-01-25 18:41:00,13
2019-01-25 18:42:00,13
2019-01-25 18:43:00,13
2019-01-25 18:44:00,12
2019-01-25 18:45:00,13
2019-01-25 18:46:00,14
2019-01-25 18:47:00,13
2019-01-25 18:48:00,12
2019-01-25 18:49:00,14
2019-01-25 18:50:00,13
2019-01-25 18:51:00,2
