49,select fieldid from field where cccol_u between # and # and skyframes_r between -.# and .#
2019-01-25 02:04:00,9
2019-01-25 02:05:00,4
2019-01-25 02:08:00,6
2019-01-25 04:30:00,1
2019-01-25 15:47:00,1
2019-01-25 15:58:00,2
2019-01-25 16:05:00,7
2019-01-25 16:13:00,2
2019-01-25 16:25:00,3
2019-01-25 16:49:00,2
2019-01-25 17:13:00,12
