40,select * from Field where fieldId=#
2019-01-25 00:58:00,1
2019-01-25 02:52:00,1
2019-01-25 04:01:00,1
2019-01-25 04:30:00,1
2019-01-25 05:10:00,1
2019-01-25 05:11:00,1
2019-01-25 05:49:00,1
2019-01-25 06:32:00,1
2019-01-25 07:17:00,1
2019-01-25 07:23:00,1
2019-01-25 09:37:00,1
2019-01-25 12:19:00,2
2019-01-25 12:28:00,1
2019-01-25 12:36:00,1
2019-01-25 12:54:00,1
2019-01-25 13:52:00,1
2019-01-25 14:32:00,1
2019-01-25 17:45:00,1
2019-01-25 18:12:00,1
2019-01-25 18:25:00,2
2019-01-25 18:47:00,1
2019-01-25 18:54:00,2
2019-01-25 19:27:00,1
2019-01-25 20:56:00,3
2019-01-25 21:08:00,1
2019-01-25 21:10:00,1
2019-01-25 22:25:00,1
2019-01-25 22:29:00,1
2019-01-25 22:31:00,1
2019-01-25 22:41:00,1
2019-01-25 22:44:00,1
2019-01-25 22:51:00,2
2019-01-25 22:53:00,1
2019-01-25 23:52:00,1
