178,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-01-25 01:01:00,1
2019-01-25 07:01:00,3
2019-01-25 08:01:00,8
2019-01-25 08:02:00,11
2019-01-25 08:31:00,3
2019-01-25 09:01:00,8
2019-01-25 09:02:00,4
2019-01-25 09:32:00,1
2019-01-25 10:01:00,4
2019-01-25 12:01:00,2
2019-01-25 13:01:00,2
2019-01-25 13:31:00,4
2019-01-25 13:32:00,7
2019-01-25 14:02:00,19
2019-01-25 14:31:00,5
2019-01-25 14:32:00,6
2019-01-25 15:02:00,13
2019-01-25 15:37:00,1
2019-01-25 16:02:00,2
2019-01-25 16:31:00,1
2019-01-25 18:32:00,17
2019-01-25 18:33:00,25
2019-01-25 19:03:00,24
2019-01-25 19:04:00,7
