47,select distinct parent from DBViewCols where viewname=&&&
2019-05-31 00:00:00,1
2019-05-31 03:51:00,1
2019-05-31 04:07:00,1
2019-05-31 05:29:00,1
2019-05-31 06:58:00,1
2019-05-31 09:08:00,1
2019-05-31 11:35:00,1
2019-05-31 11:36:00,1
2019-05-31 11:53:00,1
2019-05-31 11:57:00,2
2019-05-31 12:03:00,1
2019-05-31 13:48:00,1
2019-05-31 13:49:00,4
2019-05-31 13:51:00,4
2019-05-31 13:52:00,2
2019-05-31 13:55:00,1
2019-05-31 14:29:00,1
2019-05-31 15:00:00,1
2019-05-31 15:13:00,1
2019-05-31 16:14:00,2
2019-05-31 16:17:00,1
2019-05-31 16:20:00,2
2019-05-31 17:00:00,2
2019-05-31 18:20:00,1
2019-05-31 18:28:00,1
2019-05-31 18:51:00,1
2019-05-31 18:52:00,2
2019-05-31 19:49:00,1
2019-05-31 21:06:00,1
2019-05-31 21:07:00,1
2019-05-31 21:27:00,1
2019-05-31 21:39:00,1
2019-05-31 22:34:00,1
2019-05-31 23:22:00,1
2019-05-31 23:32:00,1
