119,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-05-31 06:35:00,12
2019-05-31 07:05:00,6
2019-05-31 09:05:00,8
2019-05-31 09:06:00,1
2019-05-31 10:05:00,1
2019-05-31 11:05:00,5
2019-05-31 11:06:00,6
2019-05-31 11:07:00,7
2019-05-31 11:08:00,7
2019-05-31 11:09:00,6
2019-05-31 11:10:00,8
2019-05-31 11:11:00,7
2019-05-31 11:12:00,7
2019-05-31 11:13:00,1
2019-05-31 11:30:00,4
2019-05-31 12:31:00,1
2019-05-31 13:30:00,2
2019-05-31 13:35:00,1
2019-05-31 19:05:00,7
2019-05-31 21:05:00,4
2019-05-31 21:30:00,14
2019-05-31 21:35:00,1
2019-05-31 23:05:00,3
