100,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-05-31 00:46:00,1
2019-05-31 01:45:00,1
2019-05-31 02:45:00,1
2019-05-31 03:46:00,1
2019-05-31 04:45:00,1
2019-05-31 05:45:00,1
2019-05-31 05:58:00,1
2019-05-31 06:45:00,1
2019-05-31 07:22:00,1
2019-05-31 07:45:00,1
2019-05-31 08:13:00,1
2019-05-31 08:46:00,1
2019-05-31 09:11:00,1
2019-05-31 09:19:00,2
2019-05-31 09:45:00,1
2019-05-31 10:00:00,1
2019-05-31 10:30:00,3
2019-05-31 10:31:00,4
2019-05-31 10:39:00,1
2019-05-31 10:40:00,2
2019-05-31 10:45:00,4
2019-05-31 11:45:00,1
2019-05-31 11:51:00,1
2019-05-31 11:56:00,1
2019-05-31 12:04:00,1
2019-05-31 12:09:00,1
2019-05-31 12:12:00,1
2019-05-31 12:14:00,1
2019-05-31 12:19:00,1
2019-05-31 12:23:00,1
2019-05-31 12:25:00,1
2019-05-31 12:31:00,1
2019-05-31 12:33:00,1
2019-05-31 12:46:00,1
2019-05-31 12:47:00,1
2019-05-31 13:32:00,1
2019-05-31 13:34:00,1
2019-05-31 13:38:00,1
2019-05-31 13:40:00,1
2019-05-31 13:44:00,1
2019-05-31 13:45:00,1
2019-05-31 14:07:00,1
2019-05-31 14:45:00,1
2019-05-31 14:52:00,3
2019-05-31 14:53:00,6
2019-05-31 14:57:00,9
2019-05-31 15:39:00,9
2019-05-31 15:44:00,1
2019-05-31 16:40:00,1
2019-05-31 16:45:00,2
2019-05-31 16:46:00,1
2019-05-31 16:48:00,1
2019-05-31 16:49:00,1
2019-05-31 16:51:00,1
2019-05-31 17:46:00,1
2019-05-31 18:45:00,1
2019-05-31 19:45:00,1
2019-05-31 20:01:00,5
2019-05-31 20:02:00,4
