877,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-31 12:34:00,9
2019-05-31 12:35:00,17
2019-05-31 12:36:00,12
2019-05-31 12:37:00,3
2019-05-31 13:12:00,12
2019-05-31 13:13:00,19
2019-05-31 13:14:00,14
2019-05-31 13:39:00,4
2019-05-31 13:40:00,20
2019-05-31 13:41:00,20
2019-05-31 13:42:00,21
2019-05-31 13:43:00,21
2019-05-31 13:44:00,20
2019-05-31 13:45:00,24
2019-05-31 13:46:00,20
2019-05-31 13:47:00,21
2019-05-31 13:48:00,18
2019-05-31 13:49:00,13
2019-05-31 13:50:00,18
2019-05-31 14:10:00,4
2019-05-31 14:11:00,13
2019-05-31 14:25:00,13
2019-05-31 14:26:00,20
2019-05-31 14:27:00,21
2019-05-31 14:28:00,22
2019-05-31 14:29:00,22
2019-05-31 14:30:00,20
2019-05-31 14:31:00,21
2019-05-31 14:32:00,23
2019-05-31 14:33:00,24
2019-05-31 14:34:00,24
2019-05-31 14:35:00,24
2019-05-31 14:36:00,20
2019-05-31 14:37:00,19
2019-05-31 14:38:00,21
2019-05-31 14:39:00,7
2019-05-31 15:14:00,86
2019-05-31 15:16:00,2
2019-05-31 15:17:00,13
2019-05-31 15:18:00,1
2019-05-31 15:35:00,1
2019-05-31 15:44:00,2
2019-05-31 15:45:00,3
2019-05-31 15:46:00,2
2019-05-31 15:56:00,12
2019-05-31 15:57:00,3
2019-05-31 15:59:00,7
2019-05-31 16:00:00,13
2019-05-31 16:01:00,9
2019-05-31 16:05:00,11
2019-05-31 16:06:00,11
2019-05-31 16:09:00,9
2019-05-31 16:10:00,9
2019-05-31 16:12:00,6
2019-05-31 16:13:00,15
2019-05-31 16:14:00,5
2019-05-31 16:16:00,17
2019-05-31 16:17:00,15
2019-05-31 16:18:00,1
