117,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-05-31 00:21:00,2
2019-05-31 00:55:00,1
2019-05-31 00:56:00,1
2019-05-31 03:25:00,1
2019-05-31 06:05:00,1
2019-05-31 06:06:00,1
2019-05-31 06:28:00,1
2019-05-31 07:32:00,1
2019-05-31 08:29:00,2
2019-05-31 10:30:00,1
2019-05-31 11:28:00,1
2019-05-31 13:01:00,1
2019-05-31 13:02:00,3
2019-05-31 13:03:00,1
2019-05-31 13:04:00,3
2019-05-31 13:06:00,4
2019-05-31 13:07:00,5
2019-05-31 13:08:00,2
2019-05-31 13:10:00,6
2019-05-31 13:11:00,11
2019-05-31 13:12:00,4
2019-05-31 13:13:00,2
2019-05-31 13:14:00,1
2019-05-31 13:16:00,1
2019-05-31 13:17:00,1
2019-05-31 13:28:00,3
2019-05-31 13:32:00,1
2019-05-31 13:41:00,4
2019-05-31 13:42:00,2
2019-05-31 13:44:00,1
2019-05-31 14:10:00,1
2019-05-31 14:39:00,1
2019-05-31 15:00:00,1
2019-05-31 15:44:00,1
2019-05-31 16:27:00,1
2019-05-31 16:28:00,2
2019-05-31 16:38:00,1
2019-05-31 16:53:00,1
2019-05-31 16:58:00,2
2019-05-31 17:01:00,2
2019-05-31 17:02:00,3
2019-05-31 17:03:00,3
2019-05-31 17:08:00,4
2019-05-31 17:09:00,2
2019-05-31 17:11:00,11
2019-05-31 18:18:00,1
2019-05-31 18:28:00,1
2019-05-31 18:29:00,1
2019-05-31 18:30:00,2
2019-05-31 18:57:00,1
2019-05-31 18:58:00,1
2019-05-31 19:04:00,1
2019-05-31 19:08:00,2
2019-05-31 21:36:00,1
2019-05-31 21:40:00,1
