21,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&'<a target=INFO href=http://skyserver.sdss.org/DR1#/en/tools/explore/obj.aspx?id=&&& + cast(x.objId as varchar(#)) + &&&>&&&+ cast(x.objId as varchar(#)) + &&&</a>&&& as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field,  dbo.fPhotoTypeN(p.type) as type,  p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z  FROM #upload u  JOIN #x x ON x.up_id = u.up_id  JOIN PhotoTag p ON p.objID = x.objID  ORDER BY x.up_id  &&&#', @log=#, @filter=#"
2019-05-31 02:53:00,1
2019-05-31 02:55:00,1
2019-05-31 05:06:00,1
2019-05-31 05:07:00,2
2019-05-31 05:08:00,1
2019-05-31 15:12:00,1
2019-05-31 15:19:00,1
2019-05-31 15:20:00,1
2019-05-31 15:21:00,2
2019-05-31 15:22:00,1
2019-05-31 15:23:00,1
2019-05-31 16:10:00,1
2019-05-31 16:11:00,1
2019-05-31 18:06:00,1
2019-05-31 18:07:00,1
2019-05-31 18:09:00,1
2019-05-31 18:11:00,1
2019-05-31 18:37:00,1
2019-05-31 19:24:00,1
