16,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID AND p.u between # AND # AND p.g between # AND # AND p.i between # AND # AND p.r between # AND # AND p.z between # AND #"
2019-09-04 15:57:00,1
2019-09-04 16:03:00,1
2019-09-04 16:07:00,1
2019-09-04 16:31:00,1
2019-09-04 16:49:00,1
2019-09-04 16:52:00,1
2019-09-04 17:07:00,1
2019-09-04 17:17:00,1
2019-09-04 17:30:00,1
2019-09-04 17:41:00,1
2019-09-04 17:59:00,1
2019-09-04 18:18:00,1
2019-09-04 18:50:00,1
2019-09-04 19:07:00,1
2019-09-04 19:29:00,1
2019-09-04 19:57:00,1
