298,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-09-04 10:35:00,1
2019-09-04 10:37:00,1
2019-09-04 10:40:00,1
2019-09-04 10:44:00,1
2019-09-04 10:49:00,1
2019-09-04 10:54:00,1
2019-09-04 10:59:00,1
2019-09-04 11:00:00,1
2019-09-04 11:05:00,1
2019-09-04 11:08:00,1
2019-09-04 11:10:00,1
2019-09-04 11:14:00,1
2019-09-04 11:15:00,1
2019-09-04 11:16:00,1
2019-09-04 11:18:00,1
2019-09-04 11:22:00,1
2019-09-04 11:24:00,1
2019-09-04 11:26:00,1
2019-09-04 11:29:00,1
2019-09-04 11:31:00,1
2019-09-04 11:34:00,1
2019-09-04 11:36:00,1
2019-09-04 11:45:00,1
2019-09-04 11:46:00,1
2019-09-04 11:50:00,1
2019-09-04 11:51:00,1
2019-09-04 11:52:00,1
2019-09-04 11:54:00,1
2019-09-04 11:55:00,1
2019-09-04 12:00:00,1
2019-09-04 12:01:00,1
2019-09-04 12:04:00,1
2019-09-04 12:07:00,1
2019-09-04 12:09:00,1
2019-09-04 12:10:00,1
2019-09-04 12:15:00,1
2019-09-04 12:18:00,1
2019-09-04 12:20:00,1
2019-09-04 12:23:00,1
2019-09-04 12:25:00,1
2019-09-04 12:29:00,1
2019-09-04 12:30:00,1
2019-09-04 12:31:00,1
2019-09-04 12:35:00,1
2019-09-04 12:36:00,1
2019-09-04 12:38:00,1
2019-09-04 12:40:00,1
2019-09-04 12:48:00,1
2019-09-04 12:49:00,1
2019-09-04 12:54:00,1
2019-09-04 12:55:00,1
2019-09-04 12:58:00,1
2019-09-04 12:59:00,1
2019-09-04 13:01:00,1
2019-09-04 13:07:00,1
2019-09-04 13:12:00,1
2019-09-04 13:17:00,1
2019-09-04 13:18:00,1
2019-09-04 13:19:00,1
2019-09-04 13:23:00,1
2019-09-04 13:27:00,1
2019-09-04 13:34:00,1
2019-09-04 13:36:00,1
2019-09-04 13:38:00,1
2019-09-04 13:39:00,1
2019-09-04 13:46:00,1
2019-09-04 13:47:00,1
2019-09-04 13:48:00,1
2019-09-04 13:52:00,1
2019-09-04 13:56:00,1
2019-09-04 13:59:00,1
2019-09-04 14:00:00,1
2019-09-04 14:02:00,1
2019-09-04 14:03:00,1
2019-09-04 14:05:00,1
2019-09-04 14:06:00,1
2019-09-04 14:14:00,1
2019-09-04 14:18:00,1
2019-09-04 14:22:00,1
2019-09-04 14:23:00,1
2019-09-04 14:24:00,1
2019-09-04 14:27:00,1
2019-09-04 14:28:00,1
2019-09-04 14:31:00,1
2019-09-04 14:34:00,1
2019-09-04 14:35:00,1
2019-09-04 14:39:00,1
2019-09-04 14:40:00,1
2019-09-04 14:44:00,1
2019-09-04 14:46:00,1
2019-09-04 14:49:00,1
2019-09-04 14:52:00,1
2019-09-04 14:53:00,1
2019-09-04 14:55:00,1
2019-09-04 14:57:00,1
2019-09-04 14:59:00,1
2019-09-04 15:00:00,1
2019-09-04 15:02:00,1
2019-09-04 15:05:00,1
2019-09-04 15:06:00,1
2019-09-04 15:08:00,1
2019-09-04 15:12:00,1
2019-09-04 15:23:00,1
2019-09-04 15:25:00,1
2019-09-04 15:27:00,1
2019-09-04 15:34:00,1
2019-09-04 15:39:00,1
2019-09-04 15:42:00,1
2019-09-04 15:43:00,1
2019-09-04 15:46:00,1
2019-09-04 15:47:00,1
2019-09-04 15:48:00,1
2019-09-04 15:50:00,1
2019-09-04 15:54:00,1
2019-09-04 15:57:00,1
2019-09-04 15:58:00,1
2019-09-04 16:05:00,1
2019-09-04 16:08:00,1
2019-09-04 16:09:00,1
2019-09-04 16:10:00,1
2019-09-04 16:11:00,1
2019-09-04 16:13:00,1
2019-09-04 16:17:00,1
2019-09-04 16:18:00,1
2019-09-04 16:19:00,1
2019-09-04 16:23:00,1
2019-09-04 16:24:00,1
2019-09-04 16:27:00,1
2019-09-04 16:30:00,1
2019-09-04 16:32:00,1
2019-09-04 16:35:00,1
2019-09-04 16:36:00,1
2019-09-04 16:38:00,1
2019-09-04 16:41:00,1
2019-09-04 16:45:00,1
2019-09-04 16:48:00,1
2019-09-04 16:51:00,1
2019-09-04 16:53:00,1
2019-09-04 16:59:00,1
2019-09-04 17:00:00,1
2019-09-04 17:01:00,1
