19,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID AND p.i between # AND #"
2019-09-04 22:26:00,1
2019-09-04 22:29:00,1
2019-09-04 22:31:00,1
2019-09-04 22:32:00,2
2019-09-04 22:33:00,1
2019-09-04 22:34:00,2
2019-09-04 22:45:00,2
2019-09-04 22:51:00,1
2019-09-04 22:53:00,1
2019-09-04 23:10:00,1
2019-09-04 23:12:00,1
2019-09-04 23:13:00,1
2019-09-04 23:14:00,1
2019-09-04 23:15:00,1
2019-09-04 23:16:00,1
2019-09-04 23:17:00,1
