57,select * from SpecLine where specObjId=#
2019-11-27 00:07:00,1
2019-11-27 00:34:00,1
2019-11-27 01:08:00,1
2019-11-27 01:14:00,1
2019-11-27 01:41:00,1
2019-11-27 02:31:00,1
2019-11-27 04:46:00,1
2019-11-27 04:52:00,1
2019-11-27 05:35:00,1
2019-11-27 07:23:00,1
2019-11-27 07:47:00,1
2019-11-27 07:50:00,1
2019-11-27 07:58:00,1
2019-11-27 07:59:00,1
2019-11-27 08:27:00,1
2019-11-27 08:28:00,1
2019-11-27 08:30:00,1
2019-11-27 08:31:00,1
2019-11-27 09:22:00,1
2019-11-27 09:29:00,1
2019-11-27 09:34:00,1
2019-11-27 10:20:00,1
2019-11-27 11:08:00,1
2019-11-27 11:34:00,1
2019-11-27 12:02:00,1
2019-11-27 12:03:00,2
2019-11-27 12:07:00,1
2019-11-27 12:43:00,1
2019-11-27 13:01:00,1
2019-11-27 13:25:00,1
2019-11-27 13:33:00,1
2019-11-27 14:05:00,1
2019-11-27 15:10:00,1
2019-11-27 15:13:00,1
2019-11-27 15:32:00,1
2019-11-27 15:34:00,1
2019-11-27 16:18:00,1
2019-11-27 16:30:00,1
2019-11-27 16:50:00,1
2019-11-27 16:52:00,9
2019-11-27 17:13:00,1
2019-11-27 17:19:00,1
2019-11-27 17:33:00,1
2019-11-27 20:38:00,1
2019-11-27 20:54:00,1
2019-11-27 21:06:00,1
2019-11-27 21:29:00,1
2019-11-27 22:03:00,1
