148,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-11-27 00:01:00,1
2019-11-27 00:02:00,1
2019-11-27 00:05:00,2
2019-11-27 00:09:00,1
2019-11-27 00:32:00,1
2019-11-27 00:33:00,1
2019-11-27 00:37:00,1
2019-11-27 00:38:00,1
2019-11-27 00:42:00,1
2019-11-27 00:43:00,1
2019-11-27 00:49:00,1
2019-11-27 01:11:00,1
2019-11-27 01:26:00,1
2019-11-27 01:45:00,1
2019-11-27 01:46:00,1
2019-11-27 02:05:00,1
2019-11-27 02:06:00,1
2019-11-27 02:09:00,1
2019-11-27 02:36:00,1
2019-11-27 02:37:00,1
2019-11-27 02:40:00,1
2019-11-27 03:20:00,1
2019-11-27 03:45:00,1
2019-11-27 03:46:00,1
2019-11-27 03:58:00,2
2019-11-27 04:17:00,1
2019-11-27 04:20:00,1
2019-11-27 04:38:00,2
2019-11-27 04:42:00,1
2019-11-27 05:18:00,1
2019-11-27 05:33:00,1
2019-11-27 05:38:00,1
2019-11-27 05:39:00,1
2019-11-27 05:44:00,2
2019-11-27 06:02:00,2
2019-11-27 06:17:00,1
2019-11-27 06:20:00,1
2019-11-27 06:21:00,1
2019-11-27 06:23:00,1
2019-11-27 06:24:00,1
2019-11-27 06:47:00,1
2019-11-27 06:48:00,1
2019-11-27 07:02:00,1
2019-11-27 07:03:00,1
2019-11-27 07:20:00,2
2019-11-27 07:41:00,2
2019-11-27 07:44:00,1
2019-11-27 07:49:00,1
2019-11-27 07:50:00,1
2019-11-27 07:51:00,1
2019-11-27 07:52:00,1
2019-11-27 07:56:00,1
2019-11-27 07:59:00,2
2019-11-27 08:01:00,1
2019-11-27 14:02:00,2
2019-11-27 14:06:00,1
2019-11-27 14:07:00,1
2019-11-27 14:08:00,1
2019-11-27 14:22:00,2
2019-11-27 14:28:00,1
2019-11-27 14:29:00,1
2019-11-27 14:45:00,1
2019-11-27 14:46:00,1
2019-11-27 14:51:00,1
2019-11-27 14:54:00,2
2019-11-27 15:09:00,1
2019-11-27 15:12:00,1
2019-11-27 15:18:00,2
2019-11-27 15:35:00,1
2019-11-27 15:37:00,1
2019-11-27 15:51:00,1
2019-11-27 16:06:00,2
2019-11-27 16:09:00,1
2019-11-27 16:10:00,1
2019-11-27 16:29:00,1
2019-11-27 16:34:00,1
2019-11-27 16:37:00,2
2019-11-27 16:38:00,1
2019-11-27 17:16:00,1
2019-11-27 17:22:00,2
2019-11-27 17:41:00,2
2019-11-27 17:57:00,2
2019-11-27 18:22:00,2
2019-11-27 18:45:00,1
2019-11-27 18:46:00,1
2019-11-27 18:59:00,2
2019-11-27 19:26:00,1
2019-11-27 19:27:00,1
2019-11-27 19:30:00,1
2019-11-27 19:42:00,1
2019-11-27 19:43:00,1
2019-11-27 20:06:00,1
2019-11-27 20:07:00,1
2019-11-27 20:14:00,1
2019-11-27 20:18:00,1
2019-11-27 20:19:00,1
2019-11-27 20:20:00,1
2019-11-27 20:24:00,1
2019-11-27 20:29:00,1
2019-11-27 20:31:00,1
2019-11-27 20:58:00,2
2019-11-27 21:25:00,2
2019-11-27 21:30:00,1
2019-11-27 21:31:00,1
2019-11-27 21:35:00,1
2019-11-27 21:36:00,1
2019-11-27 21:37:00,1
2019-11-27 21:43:00,1
2019-11-27 21:45:00,1
2019-11-27 21:46:00,1
2019-11-27 21:47:00,1
2019-11-27 21:48:00,1
2019-11-27 22:04:00,2
2019-11-27 22:10:00,2
2019-11-27 22:15:00,2
2019-11-27 22:27:00,1
2019-11-27 22:49:00,2
2019-11-27 22:55:00,2
2019-11-27 23:15:00,1
2019-11-27 23:43:00,1
2019-11-27 23:44:00,1
2019-11-27 23:51:00,1
