88,select * from ELRedshift where specObjId=#
2019-11-27 05:27:00,1
2019-11-27 06:05:00,1
2019-11-27 06:40:00,1
2019-11-27 07:19:00,1
2019-11-27 12:25:00,21
2019-11-27 12:26:00,10
2019-11-27 12:27:00,14
2019-11-27 12:28:00,19
2019-11-27 12:40:00,1
2019-11-27 14:21:00,1
2019-11-27 15:00:00,1
2019-11-27 15:47:00,1
2019-11-27 16:51:00,1
2019-11-27 17:19:00,1
2019-11-27 17:47:00,1
2019-11-27 18:03:00,1
2019-11-27 18:04:00,4
2019-11-27 19:12:00,1
2019-11-27 21:02:00,3
2019-11-27 21:03:00,3
2019-11-27 23:08:00,1
