33,select * from galSpecIndx where specObjId=#
2019-12-10 00:01:00,1
2019-12-10 01:32:00,1
2019-12-10 04:54:00,1
2019-12-10 05:14:00,1
2019-12-10 06:05:00,1
2019-12-10 06:31:00,1
2019-12-10 08:49:00,1
2019-12-10 10:14:00,1
2019-12-10 10:51:00,2
2019-12-10 11:33:00,1
2019-12-10 12:17:00,1
2019-12-10 12:38:00,1
2019-12-10 12:45:00,1
2019-12-10 14:03:00,1
2019-12-10 15:02:00,1
2019-12-10 15:31:00,1
2019-12-10 15:45:00,1
2019-12-10 16:05:00,1
2019-12-10 16:07:00,1
2019-12-10 16:33:00,1
2019-12-10 16:46:00,1
2019-12-10 16:54:00,1
2019-12-10 17:01:00,1
2019-12-10 17:18:00,1
2019-12-10 17:57:00,1
2019-12-10 18:13:00,2
2019-12-10 19:51:00,1
2019-12-10 20:16:00,1
2019-12-10 20:27:00,1
2019-12-10 20:34:00,1
2019-12-10 21:38:00,1
