463,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-12-10 04:05:00,7
2019-12-10 04:06:00,2
2019-12-10 04:13:00,1
2019-12-10 04:14:00,2
2019-12-10 04:31:00,2
2019-12-10 04:32:00,7
2019-12-10 04:33:00,29
2019-12-10 04:34:00,47
2019-12-10 04:35:00,68
2019-12-10 04:36:00,55
2019-12-10 04:37:00,19
2019-12-10 04:38:00,13
2019-12-10 04:41:00,6
2019-12-10 04:42:00,11
2019-12-10 04:43:00,4
2019-12-10 04:45:00,7
2019-12-10 04:47:00,2
2019-12-10 04:52:00,8
2019-12-10 04:53:00,9
2019-12-10 04:54:00,21
2019-12-10 04:55:00,12
2019-12-10 04:59:00,6
2019-12-10 05:00:00,9
2019-12-10 05:06:00,1
2019-12-10 05:07:00,2
2019-12-10 05:14:00,1
2019-12-10 05:21:00,3
2019-12-10 05:22:00,3
2019-12-10 05:23:00,7
2019-12-10 05:24:00,8
2019-12-10 05:26:00,15
2019-12-10 05:27:00,27
2019-12-10 05:28:00,2
2019-12-10 05:33:00,3
2019-12-10 05:34:00,1
2019-12-10 05:35:00,29
2019-12-10 05:36:00,2
2019-12-10 05:38:00,2
2019-12-10 05:39:00,6
2019-12-10 05:41:00,4
