15,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-12-10 00:30:00,2
2019-12-10 00:50:00,1
2019-12-10 01:33:00,1
2019-12-10 01:47:00,1
2019-12-10 01:48:00,1
2019-12-10 02:00:00,1
2019-12-10 02:23:00,1
2019-12-10 02:33:00,2
2019-12-10 02:34:00,2
2019-12-10 02:35:00,1
2019-12-10 02:37:00,1
2019-12-10 02:54:00,1
