6,SELECT TOP # BestObjQso INTO mydb.testtable from Stripe8#.dbo.QsoCatalogAll
2019-12-10 10:18:00,1
2019-12-10 10:19:00,1
2019-12-10 10:20:00,1
2019-12-10 10:21:00,1
2019-12-10 10:34:00,2
