21,select * from stellarMassPCAWiscM1# where specObjId=#
2019-12-10 01:10:00,1
2019-12-10 02:29:00,1
2019-12-10 02:53:00,1
2019-12-10 03:18:00,1
2019-12-10 05:01:00,1
2019-12-10 06:20:00,1
2019-12-10 07:46:00,1
2019-12-10 11:00:00,1
2019-12-10 11:33:00,1
2019-12-10 11:39:00,1
2019-12-10 13:38:00,1
2019-12-10 14:34:00,1
2019-12-10 15:29:00,1
2019-12-10 15:35:00,1
2019-12-10 15:47:00,1
2019-12-10 17:12:00,1
2019-12-10 17:38:00,1
2019-12-10 18:18:00,1
2019-12-10 19:26:00,1
2019-12-10 22:25:00,1
2019-12-10 23:37:00,1
