137,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-12-10 00:17:00,1
2019-12-10 00:36:00,1
2019-12-10 00:51:00,1
2019-12-10 00:57:00,1
2019-12-10 01:04:00,2
2019-12-10 01:06:00,1
2019-12-10 01:07:00,1
2019-12-10 01:08:00,2
2019-12-10 01:12:00,2
2019-12-10 01:13:00,1
2019-12-10 01:19:00,1
2019-12-10 01:22:00,4
2019-12-10 01:29:00,1
2019-12-10 01:33:00,1
2019-12-10 01:34:00,1
2019-12-10 01:36:00,3
2019-12-10 01:39:00,2
2019-12-10 02:00:00,1
2019-12-10 02:03:00,1
2019-12-10 02:12:00,1
2019-12-10 02:14:00,1
2019-12-10 02:19:00,1
2019-12-10 02:21:00,1
2019-12-10 02:23:00,1
2019-12-10 02:27:00,1
2019-12-10 02:29:00,2
2019-12-10 02:31:00,1
2019-12-10 02:38:00,1
2019-12-10 02:39:00,1
2019-12-10 03:22:00,1
2019-12-10 03:24:00,2
2019-12-10 03:26:00,1
2019-12-10 03:33:00,1
2019-12-10 03:37:00,1
2019-12-10 03:38:00,1
2019-12-10 03:48:00,1
2019-12-10 04:30:00,1
2019-12-10 04:57:00,1
2019-12-10 04:59:00,1
2019-12-10 05:04:00,2
2019-12-10 05:06:00,1
2019-12-10 05:07:00,1
2019-12-10 05:14:00,1
2019-12-10 05:15:00,1
2019-12-10 05:19:00,1
2019-12-10 05:41:00,1
2019-12-10 05:43:00,2
2019-12-10 06:03:00,1
2019-12-10 06:22:00,1
2019-12-10 06:24:00,1
2019-12-10 06:37:00,1
2019-12-10 06:51:00,2
2019-12-10 06:54:00,1
2019-12-10 06:56:00,1
2019-12-10 06:58:00,2
2019-12-10 07:01:00,1
2019-12-10 07:04:00,1
2019-12-10 08:01:00,2
2019-12-10 08:02:00,1
2019-12-10 08:03:00,1
2019-12-10 08:04:00,1
2019-12-10 08:11:00,1
2019-12-10 08:14:00,4
2019-12-10 09:14:00,1
2019-12-10 09:17:00,1
2019-12-10 09:24:00,1
2019-12-10 09:49:00,1
2019-12-10 09:54:00,2
2019-12-10 09:55:00,2
2019-12-10 10:23:00,1
2019-12-10 10:33:00,1
2019-12-10 11:09:00,1
2019-12-10 11:54:00,1
2019-12-10 12:56:00,1
2019-12-10 13:19:00,1
2019-12-10 13:22:00,1
2019-12-10 13:24:00,1
2019-12-10 13:49:00,1
2019-12-10 14:06:00,1
2019-12-10 14:21:00,1
2019-12-10 14:23:00,1
2019-12-10 14:28:00,1
2019-12-10 14:34:00,1
2019-12-10 15:06:00,1
2019-12-10 15:07:00,1
2019-12-10 15:46:00,1
2019-12-10 15:55:00,1
2019-12-10 15:57:00,2
2019-12-10 16:00:00,1
2019-12-10 16:01:00,1
2019-12-10 16:33:00,1
2019-12-10 16:34:00,1
2019-12-10 16:35:00,3
2019-12-10 16:55:00,1
2019-12-10 16:56:00,2
2019-12-10 17:06:00,1
2019-12-10 17:09:00,1
2019-12-10 17:10:00,1
2019-12-10 17:13:00,2
2019-12-10 17:40:00,4
2019-12-10 17:41:00,2
2019-12-10 17:42:00,1
2019-12-10 19:35:00,2
2019-12-10 19:36:00,3
