25,select * from emissionLinesPort where specObjId=#
2019-12-10 02:51:00,1
2019-12-10 04:51:00,1
2019-12-10 04:53:00,1
2019-12-10 06:25:00,1
2019-12-10 07:24:00,1
2019-12-10 08:36:00,1
2019-12-10 09:24:00,1
2019-12-10 09:25:00,1
2019-12-10 09:27:00,1
2019-12-10 10:06:00,1
2019-12-10 10:33:00,1
2019-12-10 11:04:00,1
2019-12-10 11:33:00,1
2019-12-10 11:35:00,1
2019-12-10 11:40:00,1
2019-12-10 11:43:00,1
2019-12-10 12:38:00,1
2019-12-10 13:37:00,1
2019-12-10 14:36:00,1
2019-12-10 16:22:00,1
2019-12-10 17:31:00,1
2019-12-10 17:42:00,1
2019-12-10 20:05:00,1
2019-12-10 20:27:00,1
2019-12-10 20:34:00,1
