19,select * from stellarMassFSPSGranEarlyDust where specObjId=#
2019-12-10 05:21:00,1
2019-12-10 05:59:00,1
2019-12-10 06:20:00,1
2019-12-10 07:29:00,1
2019-12-10 09:48:00,1
2019-12-10 09:50:00,1
2019-12-10 11:33:00,1
2019-12-10 12:17:00,1
2019-12-10 12:35:00,1
2019-12-10 13:01:00,1
2019-12-10 13:41:00,1
2019-12-10 13:44:00,1
2019-12-10 13:53:00,1
2019-12-10 16:06:00,1
2019-12-10 16:49:00,1
2019-12-10 19:37:00,1
2019-12-10 20:05:00,1
2019-12-10 21:15:00,1
2019-12-10 22:02:00,1
