43,select * from ELRedshift where specObjId=#
2019-12-10 02:23:00,1
2019-12-10 02:32:00,1
2019-12-10 02:33:00,1
2019-12-10 11:24:00,1
2019-12-10 11:50:00,1
2019-12-10 11:51:00,1
2019-12-10 11:56:00,2
2019-12-10 11:57:00,2
2019-12-10 11:58:00,2
2019-12-10 11:59:00,1
2019-12-10 12:03:00,1
2019-12-10 12:04:00,2
2019-12-10 13:40:00,1
2019-12-10 13:47:00,2
2019-12-10 13:48:00,1
2019-12-10 13:52:00,1
2019-12-10 13:53:00,2
2019-12-10 13:54:00,3
2019-12-10 13:55:00,1
2019-12-10 13:59:00,1
2019-12-10 14:00:00,2
2019-12-10 14:01:00,3
2019-12-10 14:02:00,1
2019-12-10 14:06:00,1
2019-12-10 14:07:00,2
2019-12-10 14:08:00,2
2019-12-10 14:09:00,2
2019-12-10 16:22:00,1
2019-12-10 22:27:00,1
