20,select * from stellarMassFSPSGranEarlyNoDust where specObjId=#
2019-12-10 00:17:00,1
2019-12-10 03:31:00,1
2019-12-10 04:12:00,1
2019-12-10 04:45:00,1
2019-12-10 05:18:00,1
2019-12-10 05:34:00,1
2019-12-10 06:40:00,1
2019-12-10 06:45:00,1
2019-12-10 07:04:00,1
2019-12-10 08:07:00,1
2019-12-10 08:36:00,1
2019-12-10 10:19:00,1
2019-12-10 10:40:00,1
2019-12-10 11:03:00,1
2019-12-10 11:33:00,1
2019-12-10 11:52:00,1
2019-12-10 12:00:00,1
2019-12-10 12:38:00,1
2019-12-10 20:07:00,2
