4,"select count(*) as num from resource r, resourcetype rt where rt.id=r.resourcetypeid and rt.name = &&& and r.publisherDID not like &&& and r.publisherDID not like &&&"
2019-01-05 16:23:00,2
2019-01-05 16:28:00,2
