46,select * from galSpecLine where specObjId=#
2019-01-05 00:34:00,1
2019-01-05 01:40:00,1
2019-01-05 01:56:00,1
2019-01-05 02:38:00,1
2019-01-05 02:43:00,1
2019-01-05 02:44:00,1
2019-01-05 03:05:00,1
2019-01-05 03:42:00,1
2019-01-05 05:08:00,1
2019-01-05 05:09:00,1
2019-01-05 05:28:00,1
2019-01-05 05:48:00,1
2019-01-05 06:17:00,1
2019-01-05 06:32:00,1
2019-01-05 07:36:00,1
2019-01-05 08:20:00,1
2019-01-05 08:27:00,1
2019-01-05 09:38:00,1
2019-01-05 09:46:00,1
2019-01-05 09:50:00,1
2019-01-05 10:20:00,1
2019-01-05 12:16:00,1
2019-01-05 13:07:00,1
2019-01-05 13:43:00,1
2019-01-05 14:37:00,1
2019-01-05 14:44:00,1
2019-01-05 15:13:00,1
2019-01-05 15:59:00,1
2019-01-05 16:08:00,1
2019-01-05 16:45:00,1
2019-01-05 17:06:00,1
2019-01-05 17:07:00,2
2019-01-05 17:14:00,1
2019-01-05 17:37:00,1
2019-01-05 18:07:00,1
2019-01-05 18:47:00,1
2019-01-05 20:23:00,1
2019-01-05 21:55:00,1
2019-01-05 22:01:00,1
2019-01-05 22:26:00,1
2019-01-05 23:30:00,1
2019-01-05 23:31:00,1
2019-01-05 23:32:00,1
2019-01-05 23:40:00,1
2019-01-05 23:52:00,1
