29,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-05 15:41:00,1
2019-01-05 15:59:00,1
2019-01-05 16:17:00,1
2019-01-05 16:35:00,1
2019-01-05 16:53:00,1
2019-01-05 17:11:00,1
2019-01-05 17:28:00,1
2019-01-05 17:45:00,1
2019-01-05 18:03:00,1
2019-01-05 18:21:00,1
2019-01-05 18:40:00,1
2019-01-05 18:57:00,1
2019-01-05 19:16:00,1
2019-01-05 19:33:00,1
2019-01-05 19:50:00,1
2019-01-05 20:07:00,1
2019-01-05 20:24:00,1
2019-01-05 20:42:00,1
2019-01-05 20:59:00,1
2019-01-05 21:16:00,1
2019-01-05 21:33:00,1
2019-01-05 21:50:00,1
2019-01-05 22:07:00,1
2019-01-05 22:25:00,1
2019-01-05 22:42:00,1
2019-01-05 22:59:00,1
2019-01-05 23:16:00,1
2019-01-05 23:34:00,1
2019-01-05 23:52:00,1
