48,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&'<a target=INFO href=http://skyserver.sdss.org/DR1#/en/tools/explore/obj.aspx?id=&&& + cast(x.objId as varchar(#)) + &&&>&&&+ cast(x.objId as varchar(#)) + &&&</a>&&& as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field,  dbo.fPhotoTypeN(p.type) as type,  p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z FROM #upload u  JOIN #x x ON x.up_id = u.up_id  JOIN PhotoTag p ON p.objID = x.objID ORDER by x.up_id &&&#', @log=#, @filter=#"
2019-01-05 09:40:00,1
2019-01-05 11:05:00,1
2019-01-05 11:06:00,1
2019-01-05 11:10:00,2
2019-01-05 11:11:00,1
2019-01-05 11:18:00,1
2019-01-05 11:23:00,1
2019-01-05 11:27:00,1
2019-01-05 11:41:00,1
2019-01-05 11:44:00,1
2019-01-05 11:48:00,1
2019-01-05 11:54:00,1
2019-01-05 11:56:00,1
2019-01-05 11:58:00,1
2019-01-05 12:03:00,1
2019-01-05 12:06:00,1
2019-01-05 12:08:00,1
2019-01-05 12:10:00,1
2019-01-05 12:14:00,1
2019-01-05 12:18:00,1
2019-01-05 12:20:00,1
2019-01-05 12:23:00,1
2019-01-05 12:25:00,1
2019-01-05 12:27:00,1
2019-01-05 12:30:00,1
2019-01-05 12:35:00,1
2019-01-05 12:37:00,1
2019-01-05 12:38:00,1
2019-01-05 12:40:00,1
2019-01-05 12:41:00,1
2019-01-05 12:44:00,1
2019-01-05 12:45:00,1
2019-01-05 12:47:00,1
2019-01-05 12:49:00,1
2019-01-05 12:52:00,1
2019-01-05 12:56:00,1
2019-01-05 12:57:00,1
2019-01-05 12:59:00,1
2019-01-05 13:01:00,1
2019-01-05 13:03:00,1
2019-01-05 13:04:00,1
2019-01-05 13:05:00,1
2019-01-05 13:07:00,1
2019-01-05 13:08:00,1
2019-01-05 13:10:00,1
2019-01-05 13:12:00,1
2019-01-05 13:13:00,1
