107,select * from SpecLineIndex where specObjId=#
2019-07-06 00:13:00,1
2019-07-06 00:15:00,2
2019-07-06 00:16:00,1
2019-07-06 00:20:00,3
2019-07-06 00:34:00,2
2019-07-06 00:36:00,1
2019-07-06 00:39:00,1
2019-07-06 00:56:00,2
2019-07-06 00:57:00,2
2019-07-06 00:59:00,2
2019-07-06 01:10:00,1
2019-07-06 01:16:00,1
2019-07-06 01:24:00,1
2019-07-06 01:26:00,1
2019-07-06 01:28:00,1
2019-07-06 01:34:00,1
2019-07-06 01:39:00,1
2019-07-06 01:40:00,1
2019-07-06 01:41:00,1
2019-07-06 01:42:00,1
2019-07-06 01:46:00,1
2019-07-06 01:54:00,1
2019-07-06 01:55:00,1
2019-07-06 01:58:00,1
2019-07-06 01:59:00,1
2019-07-06 02:00:00,1
2019-07-06 02:02:00,3
2019-07-06 02:03:00,1
2019-07-06 02:04:00,2
2019-07-06 02:06:00,1
2019-07-06 02:17:00,1
2019-07-06 02:19:00,2
2019-07-06 02:21:00,1
2019-07-06 02:25:00,3
2019-07-06 02:29:00,3
2019-07-06 02:32:00,1
2019-07-06 02:33:00,1
2019-07-06 02:38:00,3
2019-07-06 02:39:00,1
2019-07-06 02:40:00,1
2019-07-06 02:41:00,1
2019-07-06 02:42:00,1
2019-07-06 02:48:00,1
2019-07-06 02:49:00,2
2019-07-06 02:51:00,1
2019-07-06 02:52:00,3
2019-07-06 02:53:00,2
2019-07-06 02:54:00,2
2019-07-06 03:00:00,1
2019-07-06 03:01:00,5
2019-07-06 03:02:00,1
2019-07-06 03:03:00,2
2019-07-06 03:05:00,2
2019-07-06 03:07:00,2
2019-07-06 03:14:00,1
2019-07-06 03:22:00,1
2019-07-06 03:25:00,2
2019-07-06 03:30:00,1
2019-07-06 06:05:00,1
2019-07-06 07:15:00,1
2019-07-06 07:17:00,1
2019-07-06 07:18:00,1
2019-07-06 07:23:00,1
2019-07-06 08:04:00,1
2019-07-06 08:13:00,1
2019-07-06 08:27:00,1
2019-07-06 12:04:00,1
2019-07-06 12:34:00,1
2019-07-06 13:46:00,1
2019-07-06 15:03:00,1
2019-07-06 16:11:00,1
2019-07-06 17:21:00,1
2019-07-06 17:22:00,1
2019-07-06 18:10:00,1
2019-07-06 21:34:00,1
2019-07-06 22:11:00,1
2019-07-06 22:28:00,1
